|dates|Morgan_Colorado_UnitedStates.AveragePrecipitationTotal.data|Morgan_Colorado_UnitedStates.AveragePrecipitationTotal.missing|Morgan_Colorado_UnitedStates.AveragePrecipitation.data|Morgan_Colorado_UnitedStates.AveragePrecipitation.missing|Morgan_Colorado_UnitedStates.AverageWindDirection.data|Morgan_Colorado_UnitedStates.AverageWindDirection.missing|Morgan_Colorado_UnitedStates.AverageWindSpeed.data|Morgan_Colorado_UnitedStates.AverageWindSpeed.missing
0|2020-01-01|0.0|0|0.0|0|224.27083333333334|0|7.552083333333333|0
0|2020-01-02|0.0|0|0.0|0|281.40625|0|12.192708333333334|0
0|2020-01-03|0.0|0|0.0|0|189.32291666666666|0|6.385416666666667|0
0|2020-01-04|0.0|0|0.0|0|218.85416666666666|0|8.916666666666666|0
0|2020-01-05|0.0|0|0.0|0|175.72916666666666|0|12.854166666666666|0
0|2020-01-06|0.0|0|0.0|0|259.1666666666667|0|18.15625|0
0|2020-01-07|0.0|0|0.0|0|142.29166666666666|0|3.7083333333333335|0
0|2020-01-08|0.0|0|0.0|0|185.83333333333334|0|7.53125|0
0|2020-01-09|0.0|0|0.0|0|193.54166666666666|0|8.177083333333334|0
0|2020-01-10|0.0|0|0.0|0|138.02083333333334|0|9.4375|0
0|2020-01-11|0.0|0|0.0|0|133.59375|0|4.098958333333333|0
0|2020-01-12|0.0|0|0.0|0|154.16666666666666|0|3.625|0
0|2020-01-13|0.0|0|0.0|0|131.25|0|4.489583333333333|0
0|2020-01-14|0.0|0|0.0|0|143.02083333333334|0|6.375|0
0|2020-01-15|0.0|0|0.0|0|142.91666666666666|0|10.130208333333334|0
0|2020-01-16|0.0|0|0.0|0|137.91666666666666|0|11.947916666666666|0
0|2020-01-17|0.0|0|0.0|0|219.21875|0|14.010416666666666|0
0|2020-01-18|0.0|0|0.0|0|141.04166666666666|0|6.479166666666667|0
0|2020-01-19|0.0|0|0.0|0|229.89583333333334|0|5.583333333333333|0
0|2020-01-20|0.0|0|0.0|0|172.8125|0|6.125|0
0|2020-01-21|0.0|0|0.0|0|133.85416666666666|0|4.0|0
0|2020-01-22|0.0|0|0.0|0|300.5208333333333|0|20.015625|0
0|2020-01-23|0.0|0|0.0|0|318.4375|0|16.291666666666668|0
0|2020-01-24|0.0|0|0.0|0|197.70833333333334|0|4.6875|0
0|2020-01-25|0.0|0|0.0|0|200.625|0|7.65625|0
0|2020-01-26|0.0|0|0.0|0|180.52083333333334|0|5.364583333333333|0
0|2020-01-27|0.0|0|0.0|0|102.08333333333333|0|6.723958333333333|0
0|2020-01-28|0.0|0|0.0|0|272.5|0|12.1875|0
0|2020-01-29|0.0|0|0.0|0|194.16666666666666|0|5.65625|0
0|2020-01-30|0.0|0|0.0|0|270.7291666666667|0|12.552083333333334|0
0|2020-01-31|0.0|0|0.0|0|267.6041666666667|0|11.260416666666666|0
0|2020-02-01|0.0|0|0.0|0|259.6875|0|12.125|0
0|2020-02-02|0.0|0|0.0|0|195.41666666666666|0|12.666666666666666|0
0|2020-02-03|0.0|0|0.0|0|143.85416666666666|0|15.854166666666666|0
0|2020-02-04|0.0|0|0.0|0|107.70833333333333|0|6.645833333333333|0
0|2020-02-05|0.0|0|0.0|0|215.88541666666666|0|8.703125|0
