|dates|Houston_Tennessee_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Houston_Tennessee_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Houston_Tennessee_UnitedStates.Male_Total_Population.data|Houston_Tennessee_UnitedStates.Male_Total_Population.missing|Houston_Tennessee_UnitedStates.Female_Total_Population.data|Houston_Tennessee_UnitedStates.Female_Total_Population.missing|Houston_Tennessee_UnitedStates.MaleAndFemale_Under18_Population.data|Houston_Tennessee_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1696.0|0|4058.0|0|4205.0|0|1802.0|0
