|dates|Pinal_Arizona_UnitedStates.BLS_EmployedPopulation.data|Pinal_Arizona_UnitedStates.BLS_EmployedPopulation.missing|Pinal_Arizona_UnitedStates.BLS_UnemployedPopulation.data|Pinal_Arizona_UnitedStates.BLS_UnemployedPopulation.missing|Pinal_Arizona_UnitedStates.BLS_UnemploymentRate.data|Pinal_Arizona_UnitedStates.BLS_UnemploymentRate.missing|Pinal_Arizona_UnitedStates.BLS_LaborForcePopulation.data|Pinal_Arizona_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|183140.0|0|9642.0|0|5.001504289819589|0|192782.0|0
0|2020-01-02|183140.0|0|9642.0|0|5.001504289819589|0|192782.0|0
0|2020-01-03|183140.0|0|9642.0|0|5.001504289819589|0|192782.0|0
0|2020-01-04|183140.0|0|9642.0|0|5.001504289819589|0|192782.0|0
0|2020-01-05|183140.0|0|9642.0|0|5.001504289819589|0|192782.0|0
0|2020-01-06|183140.0|0|9642.0|0|5.001504289819589|0|192782.0|0
0|2020-01-07|183140.0|0|9642.0|0|5.001504289819589|0|192782.0|0
0|2020-01-08|183140.0|0|9642.0|0|5.001504289819589|0|192782.0|0
0|2020-01-09|183140.0|0|9642.0|0|5.001504289819589|0|192782.0|0
0|2020-01-10|183140.0|0|9642.0|0|5.001504289819589|0|192782.0|0
0|2020-01-11|183140.0|0|9642.0|0|5.001504289819589|0|192782.0|0
0|2020-01-12|183140.0|0|9642.0|0|5.001504289819589|0|192782.0|0
0|2020-01-13|183140.0|0|9642.0|0|5.001504289819589|0|192782.0|0
0|2020-01-14|183140.0|0|9642.0|0|5.001504289819589|0|192782.0|0
0|2020-01-15|183140.0|0|9642.0|0|5.001504289819589|0|192782.0|0
0|2020-01-16|183140.0|0|9642.0|0|5.001504289819589|0|192782.0|0
0|2020-01-17|183140.0|0|9642.0|0|5.001504289819589|0|192782.0|0
0|2020-01-18|183140.0|0|9642.0|0|5.001504289819589|0|192782.0|0
0|2020-01-19|183140.0|0|9642.0|0|5.001504289819589|0|192782.0|0
0|2020-01-20|183140.0|0|9642.0|0|5.001504289819589|0|192782.0|0
0|2020-01-21|183140.0|0|9642.0|0|5.001504289819589|0|192782.0|0
0|2020-01-22|183140.0|0|9642.0|0|5.001504289819589|0|192782.0|0
0|2020-01-23|183140.0|0|9642.0|0|5.001504289819589|0|192782.0|0
0|2020-01-24|183140.0|0|9642.0|0|5.001504289819589|0|192782.0|0
0|2020-01-25|183140.0|0|9642.0|0|5.001504289819589|0|192782.0|0
0|2020-01-26|183140.0|0|9642.0|0|5.001504289819589|0|192782.0|0
0|2020-01-27|183140.0|0|9642.0|0|5.001504289819589|0|192782.0|0
0|2020-01-28|183140.0|0|9642.0|0|5.001504289819589|0|192782.0|0
0|2020-01-29|183140.0|0|9642.0|0|5.001504289819589|0|192782.0|0
0|2020-01-30|183140.0|0|9642.0|0|5.001504289819589|0|192782.0|0
0|2020-01-31|183140.0|0|9642.0|0|5.001504289819589|0|192782.0|0
0|2020-02-01|184128.5|0|9145.5|0|4.7318832331301675|0|193274.0|0
0|2020-02-02|184128.5|0|9145.5|0|4.7318832331301675|0|193274.0|0
0|2020-02-03|184128.5|0|9145.5|0|4.7318832331301675|0|193274.0|0
0|2020-02-04|184128.5|0|9145.5|0|4.7318832331301675|0|193274.0|0
0|2020-02-05|184128.5|0|9145.5|0|4.7318832331301675|0|193274.0|0
0|2020-02-06|184128.5|0|9145.5|0|4.7318832331301675|0|193274.0|0
0|2020-02-07|184128.5|0|9145.5|0|4.7318832331301675|0|193274.0|0
0|2020-02-08|184128.5|0|9145.5|0|4.7318832331301675|0|193274.0|0
0|2020-02-09|184128.5|0|9145.5|0|4.7318832331301675|0|193274.0|0
0|2020-02-10|184128.5|0|9145.5|0|4.7318832331301675|0|193274.0|0
0|2020-02-11|184128.5|0|9145.5|0|4.7318832331301675|0|193274.0|0
0|2020-02-12|184128.5|0|9145.5|0|4.7318832331301675|0|193274.0|0
0|2020-02-13|184128.5|0|9145.5|0|4.7318832331301675|0|193274.0|0
0|2020-02-14|184128.5|0|9145.5|0|4.7318832331301675|0|193274.0|0
0|2020-02-15|184128.5|0|9145.5|0|4.7318832331301675|0|193274.0|0
0|2020-02-16|184128.5|0|9145.5|0|4.7318832331301675|0|193274.0|0
0|2020-02-17|184128.5|0|9145.5|0|4.7318832331301675|0|193274.0|0
0|2020-02-18|184128.5|0|9145.5|0|4.7318832331301675|0|193274.0|0
0|2020-02-19|184128.5|0|9145.5|0|4.7318832331301675|0|193274.0|0
