|dates|Marshall_Alabama_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Marshall_Alabama_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Marshall_Alabama_UnitedStates.Male_Total_Population.data|Marshall_Alabama_UnitedStates.Male_Total_Population.missing|Marshall_Alabama_UnitedStates.Female_Total_Population.data|Marshall_Alabama_UnitedStates.Female_Total_Population.missing|Marshall_Alabama_UnitedStates.MaleAndFemale_Under18_Population.data|Marshall_Alabama_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|16375.0|0|47502.0|0|48607.0|0|23936.0|0
