|dates|Smyth_Virginia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Smyth_Virginia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Smyth_Virginia_UnitedStates.Male_Total_Population.data|Smyth_Virginia_UnitedStates.Male_Total_Population.missing|Smyth_Virginia_UnitedStates.Female_Total_Population.data|Smyth_Virginia_UnitedStates.Female_Total_Population.missing|Smyth_Virginia_UnitedStates.MaleAndFemale_Under18_Population.data|Smyth_Virginia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|6706.0|0|14944.0|0|15528.0|0|5857.0|0
