|dates|Granite_Montana_UnitedStates.BLS_EmployedPopulation.data|Granite_Montana_UnitedStates.BLS_EmployedPopulation.missing|Granite_Montana_UnitedStates.BLS_UnemployedPopulation.data|Granite_Montana_UnitedStates.BLS_UnemployedPopulation.missing|Granite_Montana_UnitedStates.BLS_UnemploymentRate.data|Granite_Montana_UnitedStates.BLS_UnemploymentRate.missing|Granite_Montana_UnitedStates.BLS_LaborForcePopulation.data|Granite_Montana_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|1581.5|0|150.5|0|8.689376443418015|0|1732.0|0
0|2020-01-02|1581.5|0|150.5|0|8.689376443418015|0|1732.0|0
0|2020-01-03|1581.5|0|150.5|0|8.689376443418015|0|1732.0|0
0|2020-01-04|1581.5|0|150.5|0|8.689376443418015|0|1732.0|0
0|2020-01-05|1581.5|0|150.5|0|8.689376443418015|0|1732.0|0
0|2020-01-06|1581.5|0|150.5|0|8.689376443418015|0|1732.0|0
0|2020-01-07|1581.5|0|150.5|0|8.689376443418015|0|1732.0|0
0|2020-01-08|1581.5|0|150.5|0|8.689376443418015|0|1732.0|0
0|2020-01-09|1581.5|0|150.5|0|8.689376443418015|0|1732.0|0
0|2020-01-10|1581.5|0|150.5|0|8.689376443418015|0|1732.0|0
0|2020-01-11|1581.5|0|150.5|0|8.689376443418015|0|1732.0|0
0|2020-01-12|1581.5|0|150.5|0|8.689376443418015|0|1732.0|0
0|2020-01-13|1581.5|0|150.5|0|8.689376443418015|0|1732.0|0
0|2020-01-14|1581.5|0|150.5|0|8.689376443418015|0|1732.0|0
0|2020-01-15|1581.5|0|150.5|0|8.689376443418015|0|1732.0|0
0|2020-01-16|1581.5|0|150.5|0|8.689376443418015|0|1732.0|0
0|2020-01-17|1581.5|0|150.5|0|8.689376443418015|0|1732.0|0
0|2020-01-18|1581.5|0|150.5|0|8.689376443418015|0|1732.0|0
0|2020-01-19|1581.5|0|150.5|0|8.689376443418015|0|1732.0|0
0|2020-01-20|1581.5|0|150.5|0|8.689376443418015|0|1732.0|0
0|2020-01-21|1581.5|0|150.5|0|8.689376443418015|0|1732.0|0
0|2020-01-22|1581.5|0|150.5|0|8.689376443418015|0|1732.0|0
0|2020-01-23|1581.5|0|150.5|0|8.689376443418015|0|1732.0|0
0|2020-01-24|1581.5|0|150.5|0|8.689376443418015|0|1732.0|0
0|2020-01-25|1581.5|0|150.5|0|8.689376443418015|0|1732.0|0
0|2020-01-26|1581.5|0|150.5|0|8.689376443418015|0|1732.0|0
0|2020-01-27|1581.5|0|150.5|0|8.689376443418015|0|1732.0|0
0|2020-01-28|1581.5|0|150.5|0|8.689376443418015|0|1732.0|0
0|2020-01-29|1581.5|0|150.5|0|8.689376443418015|0|1732.0|0
0|2020-01-30|1581.5|0|150.5|0|8.689376443418015|0|1732.0|0
0|2020-01-31|1581.5|0|150.5|0|8.689376443418015|0|1732.0|0
0|2020-02-01|1595.0|0|121.0|0|7.051282051282051|0|1716.0|0
0|2020-02-02|1595.0|0|121.0|0|7.051282051282051|0|1716.0|0
0|2020-02-03|1595.0|0|121.0|0|7.051282051282051|0|1716.0|0
0|2020-02-04|1595.0|0|121.0|0|7.051282051282051|0|1716.0|0
0|2020-02-05|1595.0|0|121.0|0|7.051282051282051|0|1716.0|0
0|2020-02-06|1595.0|0|121.0|0|7.051282051282051|0|1716.0|0
0|2020-02-07|1595.0|0|121.0|0|7.051282051282051|0|1716.0|0
0|2020-02-08|1595.0|0|121.0|0|7.051282051282051|0|1716.0|0
0|2020-02-09|1595.0|0|121.0|0|7.051282051282051|0|1716.0|0
0|2020-02-10|1595.0|0|121.0|0|7.051282051282051|0|1716.0|0
0|2020-02-11|1595.0|0|121.0|0|7.051282051282051|0|1716.0|0
0|2020-02-12|1595.0|0|121.0|0|7.051282051282051|0|1716.0|0
0|2020-02-13|1595.0|0|121.0|0|7.051282051282051|0|1716.0|0
0|2020-02-14|1595.0|0|121.0|0|7.051282051282051|0|1716.0|0
0|2020-02-15|1595.0|0|121.0|0|7.051282051282051|0|1716.0|0
0|2020-02-16|1595.0|0|121.0|0|7.051282051282051|0|1716.0|0
0|2020-02-17|1595.0|0|121.0|0|7.051282051282051|0|1716.0|0
0|2020-02-18|1595.0|0|121.0|0|7.051282051282051|0|1716.0|0
0|2020-02-19|1595.0|0|121.0|0|7.051282051282051|0|1716.0|0
0|2020-02-20|1595.0|0|121.0|0|7.051282051282051|0|1716.0|0
0|2020-02-21|1595.0|0|121.0|0|7.051282051282051|0|1716.0|0
0|2020-02-22|1595.0|0|121.0|0|7.051282051282051|0|1716.0|0
0|2020-02-23|1595.0|0|121.0|0|7.051282051282051|0|1716.0|0
0|2020-02-24|1595.0|0|121.0|0|7.051282051282051|0|1716.0|0
0|2020-02-25|1595.0|0|121.0|0|7.051282051282051|0|1716.0|0
0|2020-02-26|1595.0|0|121.0|0|7.051282051282051|0|1716.0|0
0|2020-02-27|1595.0|0|121.0|0|7.051282051282051|0|1716.0|0
0|2020-02-28|1595.0|0|121.0|0|7.051282051282051|0|1716.0|0
0|2020-02-29|1595.0|0|121.0|0|7.051282051282051|0|1716.0|0
0|2020-03-01|1607.0|0|134.0|0|7.696726019529006|0|1741.0|0
0|2020-03-02|1607.0|0|134.0|0|7.696726019529006|0|1741.0|0
0|2020-03-03|1607.0|0|134.0|0|7.696726019529006|0|1741.0|0
0|2020-03-04|1607.0|0|134.0|0|7.696726019529006|0|1741.0|0
0|2020-03-05|1607.0|0|134.0|0|7.696726019529006|0|1741.0|0
0|2020-03-06|1607.0|0|134.0|0|7.696726019529006|0|1741.0|0
0|2020-03-07|1607.0|0|134.0|0|7.696726019529006|0|1741.0|0
0|2020-03-08|1607.0|0|134.0|0|7.696726019529006|0|1741.0|0
0|2020-03-09|1607.0|0|134.0|0|7.696726019529006|0|1741.0|0
0|2020-03-10|1607.0|0|134.0|0|7.696726019529006|0|1741.0|0
0|2020-03-11|1607.0|0|134.0|0|7.696726019529006|0|1741.0|0
0|2020-03-12|1607.0|0|134.0|0|7.696726019529006|0|1741.0|0
0|2020-03-13|1607.0|0|134.0|0|7.696726019529006|0|1741.0|0
0|2020-03-14|1607.0|0|134.0|0|7.696726019529006|0|1741.0|0
0|2020-03-15|1607.0|0|134.0|0|7.696726019529006|0|1741.0|0
0|2020-03-16|1607.0|0|134.0|0|7.696726019529006|0|1741.0|0
0|2020-03-17|1607.0|0|134.0|0|7.696726019529006|0|1741.0|0
0|2020-03-18|1607.0|0|134.0|0|7.696726019529006|0|1741.0|0
0|2020-03-19|1607.0|0|134.0|0|7.696726019529006|0|1741.0|0
0|2020-03-20|1607.0|0|134.0|0|7.696726019529006|0|1741.0|0
0|2020-03-21|1607.0|0|134.0|0|7.696726019529006|0|1741.0|0
0|2020-03-22|1607.0|0|134.0|0|7.696726019529006|0|1741.0|0
0|2020-03-23|1607.0|0|134.0|0|7.696726019529006|0|1741.0|0
0|2020-03-24|1607.0|0|134.0|0|7.696726019529006|0|1741.0|0
0|2020-03-25|1607.0|0|134.0|0|7.696726019529006|0|1741.0|0
0|2020-03-26|1607.0|0|134.0|0|7.696726019529006|0|1741.0|0
0|2020-03-27|1607.0|0|134.0|0|7.696726019529006|0|1741.0|0
0|2020-03-28|1607.0|0|134.0|0|7.696726019529006|0|1741.0|0
0|2020-03-29|1607.0|0|134.0|0|7.696726019529006|0|1741.0|0
0|2020-03-30|1607.0|0|134.0|0|7.696726019529006|0|1741.0|0
0|2020-03-31|1607.0|0|134.0|0|7.696726019529006|0|1741.0|0
0|2020-04-01|1333.0|0|291.0|0|17.91871921182266|0|1624.0|0
0|2020-04-02|1333.0|0|291.0|0|17.91871921182266|0|1624.0|0
0|2020-04-03|1333.0|0|291.0|0|17.91871921182266|0|1624.0|0
0|2020-04-04|1333.0|0|291.0|0|17.91871921182266|0|1624.0|0
0|2020-04-05|1333.0|0|291.0|0|17.91871921182266|0|1624.0|0
0|2020-04-06|1333.0|0|291.0|0|17.91871921182266|0|1624.0|0
0|2020-04-07|1333.0|0|291.0|0|17.91871921182266|0|1624.0|0
0|2020-04-08|1333.0|0|291.0|0|17.91871921182266|0|1624.0|0
0|2020-04-09|1333.0|0|291.0|0|17.91871921182266|0|1624.0|0
0|2020-04-10|1333.0|0|291.0|0|17.91871921182266|0|1624.0|0
0|2020-04-11|1333.0|0|291.0|0|17.91871921182266|0|1624.0|0
0|2020-04-12|1333.0|0|291.0|0|17.91871921182266|0|1624.0|0
0|2020-04-13|1333.0|0|291.0|0|17.91871921182266|0|1624.0|0
0|2020-04-14|1333.0|0|291.0|0|17.91871921182266|0|1624.0|0
0|2020-04-15|1333.0|0|291.0|0|17.91871921182266|0|1624.0|0
0|2020-04-16|1333.0|0|291.0|0|17.91871921182266|0|1624.0|0
0|2020-04-17|1333.0|0|291.0|0|17.91871921182266|0|1624.0|0
0|2020-04-18|1333.0|0|291.0|0|17.91871921182266|0|1624.0|0
0|2020-04-19|1333.0|0|291.0|0|17.91871921182266|0|1624.0|0
0|2020-04-20|1333.0|0|291.0|0|17.91871921182266|0|1624.0|0
0|2020-04-21|1333.0|0|291.0|0|17.91871921182266|0|1624.0|0
0|2020-04-22|1333.0|0|291.0|0|17.91871921182266|0|1624.0|0
0|2020-04-23|1333.0|0|291.0|0|17.91871921182266|0|1624.0|0
