|dates|TwinFalls_Idaho_UnitedStates.MaleAndFemale_AtLeast65_Population.data|TwinFalls_Idaho_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|TwinFalls_Idaho_UnitedStates.Male_Total_Population.data|TwinFalls_Idaho_UnitedStates.Male_Total_Population.missing|TwinFalls_Idaho_UnitedStates.Female_Total_Population.data|TwinFalls_Idaho_UnitedStates.Female_Total_Population.missing|TwinFalls_Idaho_UnitedStates.MaleAndFemale_Under18_Population.data|TwinFalls_Idaho_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|13252.0|0|42488.0|0|43593.0|0|23677.0|0
