|dates|Mercer_Kentucky_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Mercer_Kentucky_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Mercer_Kentucky_UnitedStates.Male_Total_Population.data|Mercer_Kentucky_UnitedStates.Male_Total_Population.missing|Mercer_Kentucky_UnitedStates.Female_Total_Population.data|Mercer_Kentucky_UnitedStates.Female_Total_Population.missing|Mercer_Kentucky_UnitedStates.MaleAndFemale_Under18_Population.data|Mercer_Kentucky_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|4089.0|0|10683.0|0|11091.0|0|4787.0|0
