|dates|Koochiching_Minnesota_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Koochiching_Minnesota_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Koochiching_Minnesota_UnitedStates.Male_Total_Population.data|Koochiching_Minnesota_UnitedStates.Male_Total_Population.missing|Koochiching_Minnesota_UnitedStates.Female_Total_Population.data|Koochiching_Minnesota_UnitedStates.Female_Total_Population.missing|Koochiching_Minnesota_UnitedStates.MaleAndFemale_Under18_Population.data|Koochiching_Minnesota_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3179.0|0|6225.0|0|6215.0|0|2265.0|0
