|dates|Trimble_Kentucky_UnitedStates.BLS_EmployedPopulation.data|Trimble_Kentucky_UnitedStates.BLS_EmployedPopulation.missing|Trimble_Kentucky_UnitedStates.BLS_UnemployedPopulation.data|Trimble_Kentucky_UnitedStates.BLS_UnemployedPopulation.missing|Trimble_Kentucky_UnitedStates.BLS_UnemploymentRate.data|Trimble_Kentucky_UnitedStates.BLS_UnemploymentRate.missing|Trimble_Kentucky_UnitedStates.BLS_LaborForcePopulation.data|Trimble_Kentucky_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|3712.5|0|181.0|0|4.648773597020676|0|3893.5|0
0|2020-01-02|3712.5|0|181.0|0|4.648773597020676|0|3893.5|0
0|2020-01-03|3712.5|0|181.0|0|4.648773597020676|0|3893.5|0
0|2020-01-04|3712.5|0|181.0|0|4.648773597020676|0|3893.5|0
0|2020-01-05|3712.5|0|181.0|0|4.648773597020676|0|3893.5|0
0|2020-01-06|3712.5|0|181.0|0|4.648773597020676|0|3893.5|0
0|2020-01-07|3712.5|0|181.0|0|4.648773597020676|0|3893.5|0
0|2020-01-08|3712.5|0|181.0|0|4.648773597020676|0|3893.5|0
0|2020-01-09|3712.5|0|181.0|0|4.648773597020676|0|3893.5|0
0|2020-01-10|3712.5|0|181.0|0|4.648773597020676|0|3893.5|0
0|2020-01-11|3712.5|0|181.0|0|4.648773597020676|0|3893.5|0
0|2020-01-12|3712.5|0|181.0|0|4.648773597020676|0|3893.5|0
0|2020-01-13|3712.5|0|181.0|0|4.648773597020676|0|3893.5|0
0|2020-01-14|3712.5|0|181.0|0|4.648773597020676|0|3893.5|0
0|2020-01-15|3712.5|0|181.0|0|4.648773597020676|0|3893.5|0
0|2020-01-16|3712.5|0|181.0|0|4.648773597020676|0|3893.5|0
0|2020-01-17|3712.5|0|181.0|0|4.648773597020676|0|3893.5|0
0|2020-01-18|3712.5|0|181.0|0|4.648773597020676|0|3893.5|0
0|2020-01-19|3712.5|0|181.0|0|4.648773597020676|0|3893.5|0
0|2020-01-20|3712.5|0|181.0|0|4.648773597020676|0|3893.5|0
0|2020-01-21|3712.5|0|181.0|0|4.648773597020676|0|3893.5|0
0|2020-01-22|3712.5|0|181.0|0|4.648773597020676|0|3893.5|0
0|2020-01-23|3712.5|0|181.0|0|4.648773597020676|0|3893.5|0
0|2020-01-24|3712.5|0|181.0|0|4.648773597020676|0|3893.5|0
0|2020-01-25|3712.5|0|181.0|0|4.648773597020676|0|3893.5|0
0|2020-01-26|3712.5|0|181.0|0|4.648773597020676|0|3893.5|0
0|2020-01-27|3712.5|0|181.0|0|4.648773597020676|0|3893.5|0
0|2020-01-28|3712.5|0|181.0|0|4.648773597020676|0|3893.5|0
0|2020-01-29|3712.5|0|181.0|0|4.648773597020676|0|3893.5|0
0|2020-01-30|3712.5|0|181.0|0|4.648773597020676|0|3893.5|0
0|2020-01-31|3712.5|0|181.0|0|4.648773597020676|0|3893.5|0
0|2020-02-01|3712.0|0|164.5|0|4.243518637946601|0|3876.5|0
0|2020-02-02|3712.0|0|164.5|0|4.243518637946601|0|3876.5|0
0|2020-02-03|3712.0|0|164.5|0|4.243518637946601|0|3876.5|0
0|2020-02-04|3712.0|0|164.5|0|4.243518637946601|0|3876.5|0
0|2020-02-05|3712.0|0|164.5|0|4.243518637946601|0|3876.5|0
0|2020-02-06|3712.0|0|164.5|0|4.243518637946601|0|3876.5|0
0|2020-02-07|3712.0|0|164.5|0|4.243518637946601|0|3876.5|0
0|2020-02-08|3712.0|0|164.5|0|4.243518637946601|0|3876.5|0
0|2020-02-09|3712.0|0|164.5|0|4.243518637946601|0|3876.5|0
0|2020-02-10|3712.0|0|164.5|0|4.243518637946601|0|3876.5|0
0|2020-02-11|3712.0|0|164.5|0|4.243518637946601|0|3876.5|0
0|2020-02-12|3712.0|0|164.5|0|4.243518637946601|0|3876.5|0
0|2020-02-13|3712.0|0|164.5|0|4.243518637946601|0|3876.5|0
0|2020-02-14|3712.0|0|164.5|0|4.243518637946601|0|3876.5|0
0|2020-02-15|3712.0|0|164.5|0|4.243518637946601|0|3876.5|0
0|2020-02-16|3712.0|0|164.5|0|4.243518637946601|0|3876.5|0
0|2020-02-17|3712.0|0|164.5|0|4.243518637946601|0|3876.5|0
0|2020-02-18|3712.0|0|164.5|0|4.243518637946601|0|3876.5|0
0|2020-02-19|3712.0|0|164.5|0|4.243518637946601|0|3876.5|0
0|2020-02-20|3712.0|0|164.5|0|4.243518637946601|0|3876.5|0
0|2020-02-21|3712.0|0|164.5|0|4.243518637946601|0|3876.5|0
0|2020-02-22|3712.0|0|164.5|0|4.243518637946601|0|3876.5|0
0|2020-02-23|3712.0|0|164.5|0|4.243518637946601|0|3876.5|0
0|2020-02-24|3712.0|0|164.5|0|4.243518637946601|0|3876.5|0
0|2020-02-25|3712.0|0|164.5|0|4.243518637946601|0|3876.5|0
0|2020-02-26|3712.0|0|164.5|0|4.243518637946601|0|3876.5|0
0|2020-02-27|3712.0|0|164.5|0|4.243518637946601|0|3876.5|0
0|2020-02-28|3712.0|0|164.5|0|4.243518637946601|0|3876.5|0
0|2020-02-29|3712.0|0|164.5|0|4.243518637946601|0|3876.5|0
0|2020-03-01|3676.5|0|184.0|0|4.766221991969952|0|3860.5|0
0|2020-03-02|3676.5|0|184.0|0|4.766221991969952|0|3860.5|0
0|2020-03-03|3676.5|0|184.0|0|4.766221991969952|0|3860.5|0
