|dates|Medina_Texas_UnitedStates.JHU_ConfirmedCases.data|Medina_Texas_UnitedStates.JHU_ConfirmedCases.missing|Medina_Texas_UnitedStates.NYT_ConfirmedCases.data|Medina_Texas_UnitedStates.NYT_ConfirmedCases.missing|Medina_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Medina_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Medina_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Medina_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-16|5907.0|0|0.0|100|129.0|0|0.0|100
