|dates|Bell_Kentucky_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Bell_Kentucky_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Bell_Kentucky_UnitedStates.Male_Total_Population.data|Bell_Kentucky_UnitedStates.Male_Total_Population.missing|Bell_Kentucky_UnitedStates.Female_Total_Population.data|Bell_Kentucky_UnitedStates.Female_Total_Population.missing|Bell_Kentucky_UnitedStates.MaleAndFemale_Under18_Population.data|Bell_Kentucky_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|5105.0|0|13024.0|0|13545.0|0|5646.0|0
