|dates|Hamilton_Ohio_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Hamilton_Ohio_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Hamilton_Ohio_UnitedStates.Male_Total_Population.data|Hamilton_Ohio_UnitedStates.Male_Total_Population.missing|Hamilton_Ohio_UnitedStates.Female_Total_Population.data|Hamilton_Ohio_UnitedStates.Female_Total_Population.missing|Hamilton_Ohio_UnitedStates.MaleAndFemale_Under18_Population.data|Hamilton_Ohio_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|125251.0|0|394506.0|0|422178.0|0|187547.0|0
