|dates|Hopkins_Kentucky_UnitedStates.BLS_EmployedPopulation.data|Hopkins_Kentucky_UnitedStates.BLS_EmployedPopulation.missing|Hopkins_Kentucky_UnitedStates.BLS_UnemployedPopulation.data|Hopkins_Kentucky_UnitedStates.BLS_UnemployedPopulation.missing|Hopkins_Kentucky_UnitedStates.BLS_UnemploymentRate.data|Hopkins_Kentucky_UnitedStates.BLS_UnemploymentRate.missing|Hopkins_Kentucky_UnitedStates.BLS_LaborForcePopulation.data|Hopkins_Kentucky_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|17590.5|0|923.5|0|4.9881171005725395|0|18514.0|0
0|2020-01-02|17590.5|0|923.5|0|4.9881171005725395|0|18514.0|0
0|2020-01-03|17590.5|0|923.5|0|4.9881171005725395|0|18514.0|0
0|2020-01-04|17590.5|0|923.5|0|4.9881171005725395|0|18514.0|0
0|2020-01-05|17590.5|0|923.5|0|4.9881171005725395|0|18514.0|0
0|2020-01-06|17590.5|0|923.5|0|4.9881171005725395|0|18514.0|0
0|2020-01-07|17590.5|0|923.5|0|4.9881171005725395|0|18514.0|0
0|2020-01-08|17590.5|0|923.5|0|4.9881171005725395|0|18514.0|0
0|2020-01-09|17590.5|0|923.5|0|4.9881171005725395|0|18514.0|0
0|2020-01-10|17590.5|0|923.5|0|4.9881171005725395|0|18514.0|0
0|2020-01-11|17590.5|0|923.5|0|4.9881171005725395|0|18514.0|0
0|2020-01-12|17590.5|0|923.5|0|4.9881171005725395|0|18514.0|0
0|2020-01-13|17590.5|0|923.5|0|4.9881171005725395|0|18514.0|0
0|2020-01-14|17590.5|0|923.5|0|4.9881171005725395|0|18514.0|0
0|2020-01-15|17590.5|0|923.5|0|4.9881171005725395|0|18514.0|0
0|2020-01-16|17590.5|0|923.5|0|4.9881171005725395|0|18514.0|0
0|2020-01-17|17590.5|0|923.5|0|4.9881171005725395|0|18514.0|0
0|2020-01-18|17590.5|0|923.5|0|4.9881171005725395|0|18514.0|0
0|2020-01-19|17590.5|0|923.5|0|4.9881171005725395|0|18514.0|0
0|2020-01-20|17590.5|0|923.5|0|4.9881171005725395|0|18514.0|0
0|2020-01-21|17590.5|0|923.5|0|4.9881171005725395|0|18514.0|0
0|2020-01-22|17590.5|0|923.5|0|4.9881171005725395|0|18514.0|0
0|2020-01-23|17590.5|0|923.5|0|4.9881171005725395|0|18514.0|0
0|2020-01-24|17590.5|0|923.5|0|4.9881171005725395|0|18514.0|0
0|2020-01-25|17590.5|0|923.5|0|4.9881171005725395|0|18514.0|0
0|2020-01-26|17590.5|0|923.5|0|4.9881171005725395|0|18514.0|0
0|2020-01-27|17590.5|0|923.5|0|4.9881171005725395|0|18514.0|0
