|dates|Orange_Indiana_UnitedStates.BLS_EmployedPopulation.data|Orange_Indiana_UnitedStates.BLS_EmployedPopulation.missing|Orange_Indiana_UnitedStates.BLS_UnemployedPopulation.data|Orange_Indiana_UnitedStates.BLS_UnemployedPopulation.missing|Orange_Indiana_UnitedStates.BLS_UnemploymentRate.data|Orange_Indiana_UnitedStates.BLS_UnemploymentRate.missing|Orange_Indiana_UnitedStates.BLS_LaborForcePopulation.data|Orange_Indiana_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|8467.5|0|333.5|0|3.789342120213612|0|8801.0|0
0|2020-01-02|8467.5|0|333.5|0|3.789342120213612|0|8801.0|0
0|2020-01-03|8467.5|0|333.5|0|3.789342120213612|0|8801.0|0
0|2020-01-04|8467.5|0|333.5|0|3.789342120213612|0|8801.0|0
0|2020-01-05|8467.5|0|333.5|0|3.789342120213612|0|8801.0|0
0|2020-01-06|8467.5|0|333.5|0|3.789342120213612|0|8801.0|0
0|2020-01-07|8467.5|0|333.5|0|3.789342120213612|0|8801.0|0
0|2020-01-08|8467.5|0|333.5|0|3.789342120213612|0|8801.0|0
0|2020-01-09|8467.5|0|333.5|0|3.789342120213612|0|8801.0|0
0|2020-01-10|8467.5|0|333.5|0|3.789342120213612|0|8801.0|0
0|2020-01-11|8467.5|0|333.5|0|3.789342120213612|0|8801.0|0
0|2020-01-12|8467.5|0|333.5|0|3.789342120213612|0|8801.0|0
0|2020-01-13|8467.5|0|333.5|0|3.789342120213612|0|8801.0|0
0|2020-01-14|8467.5|0|333.5|0|3.789342120213612|0|8801.0|0
0|2020-01-15|8467.5|0|333.5|0|3.789342120213612|0|8801.0|0
0|2020-01-16|8467.5|0|333.5|0|3.789342120213612|0|8801.0|0
0|2020-01-17|8467.5|0|333.5|0|3.789342120213612|0|8801.0|0
0|2020-01-18|8467.5|0|333.5|0|3.789342120213612|0|8801.0|0
0|2020-01-19|8467.5|0|333.5|0|3.789342120213612|0|8801.0|0
0|2020-01-20|8467.5|0|333.5|0|3.789342120213612|0|8801.0|0
0|2020-01-21|8467.5|0|333.5|0|3.789342120213612|0|8801.0|0
0|2020-01-22|8467.5|0|333.5|0|3.789342120213612|0|8801.0|0
0|2020-01-23|8467.5|0|333.5|0|3.789342120213612|0|8801.0|0
0|2020-01-24|8467.5|0|333.5|0|3.789342120213612|0|8801.0|0
0|2020-01-25|8467.5|0|333.5|0|3.789342120213612|0|8801.0|0
0|2020-01-26|8467.5|0|333.5|0|3.789342120213612|0|8801.0|0
0|2020-01-27|8467.5|0|333.5|0|3.789342120213612|0|8801.0|0
0|2020-01-28|8467.5|0|333.5|0|3.789342120213612|0|8801.0|0
0|2020-01-29|8467.5|0|333.5|0|3.789342120213612|0|8801.0|0
0|2020-01-30|8467.5|0|333.5|0|3.789342120213612|0|8801.0|0
0|2020-01-31|8467.5|0|333.5|0|3.789342120213612|0|8801.0|0
0|2020-02-01|8505.5|0|332.0|0|3.7567185289957568|0|8837.5|0
0|2020-02-02|8505.5|0|332.0|0|3.7567185289957568|0|8837.5|0
0|2020-02-03|8505.5|0|332.0|0|3.7567185289957568|0|8837.5|0
0|2020-02-04|8505.5|0|332.0|0|3.7567185289957568|0|8837.5|0
0|2020-02-05|8505.5|0|332.0|0|3.7567185289957568|0|8837.5|0
0|2020-02-06|8505.5|0|332.0|0|3.7567185289957568|0|8837.5|0
0|2020-02-07|8505.5|0|332.0|0|3.7567185289957568|0|8837.5|0
0|2020-02-08|8505.5|0|332.0|0|3.7567185289957568|0|8837.5|0
0|2020-02-09|8505.5|0|332.0|0|3.7567185289957568|0|8837.5|0
0|2020-02-10|8505.5|0|332.0|0|3.7567185289957568|0|8837.5|0
0|2020-02-11|8505.5|0|332.0|0|3.7567185289957568|0|8837.5|0
0|2020-02-12|8505.5|0|332.0|0|3.7567185289957568|0|8837.5|0
0|2020-02-13|8505.5|0|332.0|0|3.7567185289957568|0|8837.5|0
0|2020-02-14|8505.5|0|332.0|0|3.7567185289957568|0|8837.5|0
0|2020-02-15|8505.5|0|332.0|0|3.7567185289957568|0|8837.5|0
0|2020-02-16|8505.5|0|332.0|0|3.7567185289957568|0|8837.5|0
0|2020-02-17|8505.5|0|332.0|0|3.7567185289957568|0|8837.5|0
0|2020-02-18|8505.5|0|332.0|0|3.7567185289957568|0|8837.5|0
0|2020-02-19|8505.5|0|332.0|0|3.7567185289957568|0|8837.5|0
0|2020-02-20|8505.5|0|332.0|0|3.7567185289957568|0|8837.5|0
0|2020-02-21|8505.5|0|332.0|0|3.7567185289957568|0|8837.5|0
0|2020-02-22|8505.5|0|332.0|0|3.7567185289957568|0|8837.5|0
0|2020-02-23|8505.5|0|332.0|0|3.7567185289957568|0|8837.5|0
0|2020-02-24|8505.5|0|332.0|0|3.7567185289957568|0|8837.5|0
0|2020-02-25|8505.5|0|332.0|0|3.7567185289957568|0|8837.5|0
0|2020-02-26|8505.5|0|332.0|0|3.7567185289957568|0|8837.5|0
0|2020-02-27|8505.5|0|332.0|0|3.7567185289957568|0|8837.5|0
0|2020-02-28|8505.5|0|332.0|0|3.7567185289957568|0|8837.5|0
0|2020-02-29|8505.5|0|332.0|0|3.7567185289957568|0|8837.5|0
0|2020-03-01|8333.0|0|315.0|0|3.642460684551341|0|8648.0|0
0|2020-03-02|8333.0|0|315.0|0|3.642460684551341|0|8648.0|0
0|2020-03-03|8333.0|0|315.0|0|3.642460684551341|0|8648.0|0
0|2020-03-04|8333.0|0|315.0|0|3.642460684551341|0|8648.0|0
0|2020-03-05|8333.0|0|315.0|0|3.642460684551341|0|8648.0|0
0|2020-03-06|8333.0|0|315.0|0|3.642460684551341|0|8648.0|0
0|2020-03-07|8333.0|0|315.0|0|3.642460684551341|0|8648.0|0
0|2020-03-08|8333.0|0|315.0|0|3.642460684551341|0|8648.0|0
0|2020-03-09|8333.0|0|315.0|0|3.642460684551341|0|8648.0|0
0|2020-03-10|8333.0|0|315.0|0|3.642460684551341|0|8648.0|0
0|2020-03-11|8333.0|0|315.0|0|3.642460684551341|0|8648.0|0
0|2020-03-12|8333.0|0|315.0|0|3.642460684551341|0|8648.0|0
0|2020-03-13|8333.0|0|315.0|0|3.642460684551341|0|8648.0|0
0|2020-03-14|8333.0|0|315.0|0|3.642460684551341|0|8648.0|0
0|2020-03-15|8333.0|0|315.0|0|3.642460684551341|0|8648.0|0
0|2020-03-16|8333.0|0|315.0|0|3.642460684551341|0|8648.0|0
0|2020-03-17|8333.0|0|315.0|0|3.642460684551341|0|8648.0|0
0|2020-03-18|8333.0|0|315.0|0|3.642460684551341|0|8648.0|0
0|2020-03-19|8333.0|0|315.0|0|3.642460684551341|0|8648.0|0
0|2020-03-20|8333.0|0|315.0|0|3.642460684551341|0|8648.0|0
0|2020-03-21|8333.0|0|315.0|0|3.642460684551341|0|8648.0|0
0|2020-03-22|8333.0|0|315.0|0|3.642460684551341|0|8648.0|0
0|2020-03-23|8333.0|0|315.0|0|3.642460684551341|0|8648.0|0
