|dates|Orange_NewYork_UnitedStates.BLS_EmployedPopulation.data|Orange_NewYork_UnitedStates.BLS_EmployedPopulation.missing|Orange_NewYork_UnitedStates.BLS_UnemployedPopulation.data|Orange_NewYork_UnitedStates.BLS_UnemployedPopulation.missing|Orange_NewYork_UnitedStates.BLS_UnemploymentRate.data|Orange_NewYork_UnitedStates.BLS_UnemploymentRate.missing|Orange_NewYork_UnitedStates.BLS_LaborForcePopulation.data|Orange_NewYork_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|179165.0|0|7549.5|0|4.043338894408308|0|186714.5|0
0|2020-01-02|179165.0|0|7549.5|0|4.043338894408308|0|186714.5|0
0|2020-01-03|179165.0|0|7549.5|0|4.043338894408308|0|186714.5|0
0|2020-01-04|179165.0|0|7549.5|0|4.043338894408308|0|186714.5|0
0|2020-01-05|179165.0|0|7549.5|0|4.043338894408308|0|186714.5|0
0|2020-01-06|179165.0|0|7549.5|0|4.043338894408308|0|186714.5|0
0|2020-01-07|179165.0|0|7549.5|0|4.043338894408308|0|186714.5|0
0|2020-01-08|179165.0|0|7549.5|0|4.043338894408308|0|186714.5|0
0|2020-01-09|179165.0|0|7549.5|0|4.043338894408308|0|186714.5|0
0|2020-01-10|179165.0|0|7549.5|0|4.043338894408308|0|186714.5|0
0|2020-01-11|179165.0|0|7549.5|0|4.043338894408308|0|186714.5|0
0|2020-01-12|179165.0|0|7549.5|0|4.043338894408308|0|186714.5|0
0|2020-01-13|179165.0|0|7549.5|0|4.043338894408308|0|186714.5|0
0|2020-01-14|179165.0|0|7549.5|0|4.043338894408308|0|186714.5|0
0|2020-01-15|179165.0|0|7549.5|0|4.043338894408308|0|186714.5|0
0|2020-01-16|179165.0|0|7549.5|0|4.043338894408308|0|186714.5|0
0|2020-01-17|179165.0|0|7549.5|0|4.043338894408308|0|186714.5|0
0|2020-01-18|179165.0|0|7549.5|0|4.043338894408308|0|186714.5|0
0|2020-01-19|179165.0|0|7549.5|0|4.043338894408308|0|186714.5|0
0|2020-01-20|179165.0|0|7549.5|0|4.043338894408308|0|186714.5|0
0|2020-01-21|179165.0|0|7549.5|0|4.043338894408308|0|186714.5|0
0|2020-01-22|179165.0|0|7549.5|0|4.043338894408308|0|186714.5|0
0|2020-01-23|179165.0|0|7549.5|0|4.043338894408308|0|186714.5|0
0|2020-01-24|179165.0|0|7549.5|0|4.043338894408308|0|186714.5|0
0|2020-01-25|179165.0|0|7549.5|0|4.043338894408308|0|186714.5|0
0|2020-01-26|179165.0|0|7549.5|0|4.043338894408308|0|186714.5|0
0|2020-01-27|179165.0|0|7549.5|0|4.043338894408308|0|186714.5|0
0|2020-01-28|179165.0|0|7549.5|0|4.043338894408308|0|186714.5|0
0|2020-01-29|179165.0|0|7549.5|0|4.043338894408308|0|186714.5|0
0|2020-01-30|179165.0|0|7549.5|0|4.043338894408308|0|186714.5|0
0|2020-01-31|179165.0|0|7549.5|0|4.043338894408308|0|186714.5|0
0|2020-02-01|177883.5|0|7542.5|0|4.067660414397118|0|185426.0|0
0|2020-02-02|177883.5|0|7542.5|0|4.067660414397118|0|185426.0|0
0|2020-02-03|177883.5|0|7542.5|0|4.067660414397118|0|185426.0|0
0|2020-02-04|177883.5|0|7542.5|0|4.067660414397118|0|185426.0|0
0|2020-02-05|177883.5|0|7542.5|0|4.067660414397118|0|185426.0|0
0|2020-02-06|177883.5|0|7542.5|0|4.067660414397118|0|185426.0|0
