|dates|Monroe_Pennsylvania_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Monroe_Pennsylvania_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Monroe_Pennsylvania_UnitedStates.Male_Total_Population.data|Monroe_Pennsylvania_UnitedStates.Male_Total_Population.missing|Monroe_Pennsylvania_UnitedStates.Female_Total_Population.data|Monroe_Pennsylvania_UnitedStates.Female_Total_Population.missing|Monroe_Pennsylvania_UnitedStates.MaleAndFemale_Under18_Population.data|Monroe_Pennsylvania_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|29181.0|0|83972.0|0|85535.0|0|33306.0|0
