|dates|Saunders_Nebraska_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Saunders_Nebraska_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Saunders_Nebraska_UnitedStates.Male_Total_Population.data|Saunders_Nebraska_UnitedStates.Male_Total_Population.missing|Saunders_Nebraska_UnitedStates.Female_Total_Population.data|Saunders_Nebraska_UnitedStates.Female_Total_Population.missing|Saunders_Nebraska_UnitedStates.MaleAndFemale_Under18_Population.data|Saunders_Nebraska_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3992.0|0|10772.0|0|10531.0|0|5174.0|0
