|dates|KingGeorge_Virginia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|KingGeorge_Virginia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|KingGeorge_Virginia_UnitedStates.Male_Total_Population.data|KingGeorge_Virginia_UnitedStates.Male_Total_Population.missing|KingGeorge_Virginia_UnitedStates.Female_Total_Population.data|KingGeorge_Virginia_UnitedStates.Female_Total_Population.missing|KingGeorge_Virginia_UnitedStates.MaleAndFemale_Under18_Population.data|KingGeorge_Virginia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3476.0|0|13459.0|0|13116.0|0|6621.0|0
