|dates|Limestone_Texas_UnitedStates.BLS_EmployedPopulation.data|Limestone_Texas_UnitedStates.BLS_EmployedPopulation.missing|Limestone_Texas_UnitedStates.BLS_UnemployedPopulation.data|Limestone_Texas_UnitedStates.BLS_UnemployedPopulation.missing|Limestone_Texas_UnitedStates.BLS_UnemploymentRate.data|Limestone_Texas_UnitedStates.BLS_UnemploymentRate.missing|Limestone_Texas_UnitedStates.BLS_LaborForcePopulation.data|Limestone_Texas_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|8260.0|0|358.5|0|4.159656552764402|0|8618.5|0
0|2020-01-02|8260.0|0|358.5|0|4.159656552764402|0|8618.5|0
0|2020-01-03|8260.0|0|358.5|0|4.159656552764402|0|8618.5|0
0|2020-01-04|8260.0|0|358.5|0|4.159656552764402|0|8618.5|0
0|2020-01-05|8260.0|0|358.5|0|4.159656552764402|0|8618.5|0
0|2020-01-06|8260.0|0|358.5|0|4.159656552764402|0|8618.5|0
0|2020-01-07|8260.0|0|358.5|0|4.159656552764402|0|8618.5|0
0|2020-01-08|8260.0|0|358.5|0|4.159656552764402|0|8618.5|0
0|2020-01-09|8260.0|0|358.5|0|4.159656552764402|0|8618.5|0
0|2020-01-10|8260.0|0|358.5|0|4.159656552764402|0|8618.5|0
0|2020-01-11|8260.0|0|358.5|0|4.159656552764402|0|8618.5|0
0|2020-01-12|8260.0|0|358.5|0|4.159656552764402|0|8618.5|0
0|2020-01-13|8260.0|0|358.5|0|4.159656552764402|0|8618.5|0
0|2020-01-14|8260.0|0|358.5|0|4.159656552764402|0|8618.5|0
0|2020-01-15|8260.0|0|358.5|0|4.159656552764402|0|8618.5|0
0|2020-01-16|8260.0|0|358.5|0|4.159656552764402|0|8618.5|0
0|2020-01-17|8260.0|0|358.5|0|4.159656552764402|0|8618.5|0
0|2020-01-18|8260.0|0|358.5|0|4.159656552764402|0|8618.5|0
0|2020-01-19|8260.0|0|358.5|0|4.159656552764402|0|8618.5|0
0|2020-01-20|8260.0|0|358.5|0|4.159656552764402|0|8618.5|0
0|2020-01-21|8260.0|0|358.5|0|4.159656552764402|0|8618.5|0
0|2020-01-22|8260.0|0|358.5|0|4.159656552764402|0|8618.5|0
0|2020-01-23|8260.0|0|358.5|0|4.159656552764402|0|8618.5|0
0|2020-01-24|8260.0|0|358.5|0|4.159656552764402|0|8618.5|0
0|2020-01-25|8260.0|0|358.5|0|4.159656552764402|0|8618.5|0
0|2020-01-26|8260.0|0|358.5|0|4.159656552764402|0|8618.5|0
0|2020-01-27|8260.0|0|358.5|0|4.159656552764402|0|8618.5|0
0|2020-01-28|8260.0|0|358.5|0|4.159656552764402|0|8618.5|0
0|2020-01-29|8260.0|0|358.5|0|4.159656552764402|0|8618.5|0
0|2020-01-30|8260.0|0|358.5|0|4.159656552764402|0|8618.5|0
0|2020-01-31|8260.0|0|358.5|0|4.159656552764402|0|8618.5|0
0|2020-02-01|8296.0|0|347.5|0|4.02036212182565|0|8643.5|0
0|2020-02-02|8296.0|0|347.5|0|4.02036212182565|0|8643.5|0
0|2020-02-03|8296.0|0|347.5|0|4.02036212182565|0|8643.5|0
0|2020-02-04|8296.0|0|347.5|0|4.02036212182565|0|8643.5|0
0|2020-02-05|8296.0|0|347.5|0|4.02036212182565|0|8643.5|0
0|2020-02-06|8296.0|0|347.5|0|4.02036212182565|0|8643.5|0
0|2020-02-07|8296.0|0|347.5|0|4.02036212182565|0|8643.5|0
0|2020-02-08|8296.0|0|347.5|0|4.02036212182565|0|8643.5|0
0|2020-02-09|8296.0|0|347.5|0|4.02036212182565|0|8643.5|0
0|2020-02-10|8296.0|0|347.5|0|4.02036212182565|0|8643.5|0
0|2020-02-11|8296.0|0|347.5|0|4.02036212182565|0|8643.5|0
0|2020-02-12|8296.0|0|347.5|0|4.02036212182565|0|8643.5|0
0|2020-02-13|8296.0|0|347.5|0|4.02036212182565|0|8643.5|0
0|2020-02-14|8296.0|0|347.5|0|4.02036212182565|0|8643.5|0
0|2020-02-15|8296.0|0|347.5|0|4.02036212182565|0|8643.5|0
0|2020-02-16|8296.0|0|347.5|0|4.02036212182565|0|8643.5|0
0|2020-02-17|8296.0|0|347.5|0|4.02036212182565|0|8643.5|0
0|2020-02-18|8296.0|0|347.5|0|4.02036212182565|0|8643.5|0
0|2020-02-19|8296.0|0|347.5|0|4.02036212182565|0|8643.5|0
0|2020-02-20|8296.0|0|347.5|0|4.02036212182565|0|8643.5|0
0|2020-02-21|8296.0|0|347.5|0|4.02036212182565|0|8643.5|0
0|2020-02-22|8296.0|0|347.5|0|4.02036212182565|0|8643.5|0
0|2020-02-23|8296.0|0|347.5|0|4.02036212182565|0|8643.5|0
0|2020-02-24|8296.0|0|347.5|0|4.02036212182565|0|8643.5|0
0|2020-02-25|8296.0|0|347.5|0|4.02036212182565|0|8643.5|0
0|2020-02-26|8296.0|0|347.5|0|4.02036212182565|0|8643.5|0
0|2020-02-27|8296.0|0|347.5|0|4.02036212182565|0|8643.5|0
0|2020-02-28|8296.0|0|347.5|0|4.02036212182565|0|8643.5|0
0|2020-02-29|8296.0|0|347.5|0|4.02036212182565|0|8643.5|0
0|2020-03-01|8066.5|0|475.0|0|5.561084118714511|0|8541.5|0
0|2020-03-02|8066.5|0|475.0|0|5.561084118714511|0|8541.5|0
0|2020-03-03|8066.5|0|475.0|0|5.561084118714511|0|8541.5|0
0|2020-03-04|8066.5|0|475.0|0|5.561084118714511|0|8541.5|0
0|2020-03-05|8066.5|0|475.0|0|5.561084118714511|0|8541.5|0
0|2020-03-06|8066.5|0|475.0|0|5.561084118714511|0|8541.5|0
0|2020-03-07|8066.5|0|475.0|0|5.561084118714511|0|8541.5|0
0|2020-03-08|8066.5|0|475.0|0|5.561084118714511|0|8541.5|0
0|2020-03-09|8066.5|0|475.0|0|5.561084118714511|0|8541.5|0
0|2020-03-10|8066.5|0|475.0|0|5.561084118714511|0|8541.5|0
0|2020-03-11|8066.5|0|475.0|0|5.561084118714511|0|8541.5|0
0|2020-03-12|8066.5|0|475.0|0|5.561084118714511|0|8541.5|0
0|2020-03-13|8066.5|0|475.0|0|5.561084118714511|0|8541.5|0
0|2020-03-14|8066.5|0|475.0|0|5.561084118714511|0|8541.5|0
0|2020-03-15|8066.5|0|475.0|0|5.561084118714511|0|8541.5|0
0|2020-03-16|8066.5|0|475.0|0|5.561084118714511|0|8541.5|0
