|dates|Pulaski_Indiana_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Pulaski_Indiana_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Pulaski_Indiana_UnitedStates.Male_Total_Population.data|Pulaski_Indiana_UnitedStates.Male_Total_Population.missing|Pulaski_Indiana_UnitedStates.Female_Total_Population.data|Pulaski_Indiana_UnitedStates.Female_Total_Population.missing|Pulaski_Indiana_UnitedStates.MaleAndFemale_Under18_Population.data|Pulaski_Indiana_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2443.0|0|6357.0|0|6112.0|0|2779.0|0
