|dates|Dolores_Colorado_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Dolores_Colorado_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Dolores_Colorado_UnitedStates.Male_Total_Population.data|Dolores_Colorado_UnitedStates.Male_Total_Population.missing|Dolores_Colorado_UnitedStates.Female_Total_Population.data|Dolores_Colorado_UnitedStates.Female_Total_Population.missing|Dolores_Colorado_UnitedStates.MaleAndFemale_Under18_Population.data|Dolores_Colorado_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|520.0|0|1090.0|0|984.0|0|415.0|0
