|dates|Lincoln_Oklahoma_UnitedStates.BLS_EmployedPopulation.data|Lincoln_Oklahoma_UnitedStates.BLS_EmployedPopulation.missing|Lincoln_Oklahoma_UnitedStates.BLS_UnemployedPopulation.data|Lincoln_Oklahoma_UnitedStates.BLS_UnemployedPopulation.missing|Lincoln_Oklahoma_UnitedStates.BLS_UnemploymentRate.data|Lincoln_Oklahoma_UnitedStates.BLS_UnemploymentRate.missing|Lincoln_Oklahoma_UnitedStates.BLS_LaborForcePopulation.data|Lincoln_Oklahoma_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|15189.5|0|561.5|0|3.564853025204749|0|15751.0|0
0|2020-01-02|15189.5|0|561.5|0|3.564853025204749|0|15751.0|0
0|2020-01-03|15189.5|0|561.5|0|3.564853025204749|0|15751.0|0
0|2020-01-04|15189.5|0|561.5|0|3.564853025204749|0|15751.0|0
0|2020-01-05|15189.5|0|561.5|0|3.564853025204749|0|15751.0|0
0|2020-01-06|15189.5|0|561.5|0|3.564853025204749|0|15751.0|0
0|2020-01-07|15189.5|0|561.5|0|3.564853025204749|0|15751.0|0
0|2020-01-08|15189.5|0|561.5|0|3.564853025204749|0|15751.0|0
0|2020-01-09|15189.5|0|561.5|0|3.564853025204749|0|15751.0|0
0|2020-01-10|15189.5|0|561.5|0|3.564853025204749|0|15751.0|0
0|2020-01-11|15189.5|0|561.5|0|3.564853025204749|0|15751.0|0
0|2020-01-12|15189.5|0|561.5|0|3.564853025204749|0|15751.0|0
0|2020-01-13|15189.5|0|561.5|0|3.564853025204749|0|15751.0|0
0|2020-01-14|15189.5|0|561.5|0|3.564853025204749|0|15751.0|0
0|2020-01-15|15189.5|0|561.5|0|3.564853025204749|0|15751.0|0
0|2020-01-16|15189.5|0|561.5|0|3.564853025204749|0|15751.0|0
0|2020-01-17|15189.5|0|561.5|0|3.564853025204749|0|15751.0|0
0|2020-01-18|15189.5|0|561.5|0|3.564853025204749|0|15751.0|0
0|2020-01-19|15189.5|0|561.5|0|3.564853025204749|0|15751.0|0
0|2020-01-20|15189.5|0|561.5|0|3.564853025204749|0|15751.0|0
0|2020-01-21|15189.5|0|561.5|0|3.564853025204749|0|15751.0|0
0|2020-01-22|15189.5|0|561.5|0|3.564853025204749|0|15751.0|0
0|2020-01-23|15189.5|0|561.5|0|3.564853025204749|0|15751.0|0
0|2020-01-24|15189.5|0|561.5|0|3.564853025204749|0|15751.0|0
0|2020-01-25|15189.5|0|561.5|0|3.564853025204749|0|15751.0|0
0|2020-01-26|15189.5|0|561.5|0|3.564853025204749|0|15751.0|0
0|2020-01-27|15189.5|0|561.5|0|3.564853025204749|0|15751.0|0
0|2020-01-28|15189.5|0|561.5|0|3.564853025204749|0|15751.0|0
0|2020-01-29|15189.5|0|561.5|0|3.564853025204749|0|15751.0|0
0|2020-01-30|15189.5|0|561.5|0|3.564853025204749|0|15751.0|0
0|2020-01-31|15189.5|0|561.5|0|3.564853025204749|0|15751.0|0
0|2020-02-01|15270.5|0|516.0|0|3.2686155892693125|0|15786.5|0
0|2020-02-02|15270.5|0|516.0|0|3.2686155892693125|0|15786.5|0
0|2020-02-03|15270.5|0|516.0|0|3.2686155892693125|0|15786.5|0
0|2020-02-04|15270.5|0|516.0|0|3.2686155892693125|0|15786.5|0
0|2020-02-05|15270.5|0|516.0|0|3.2686155892693125|0|15786.5|0
0|2020-02-06|15270.5|0|516.0|0|3.2686155892693125|0|15786.5|0
0|2020-02-07|15270.5|0|516.0|0|3.2686155892693125|0|15786.5|0
0|2020-02-08|15270.5|0|516.0|0|3.2686155892693125|0|15786.5|0
0|2020-02-09|15270.5|0|516.0|0|3.2686155892693125|0|15786.5|0
0|2020-02-10|15270.5|0|516.0|0|3.2686155892693125|0|15786.5|0
0|2020-02-11|15270.5|0|516.0|0|3.2686155892693125|0|15786.5|0
0|2020-02-12|15270.5|0|516.0|0|3.2686155892693125|0|15786.5|0
0|2020-02-13|15270.5|0|516.0|0|3.2686155892693125|0|15786.5|0
0|2020-02-14|15270.5|0|516.0|0|3.2686155892693125|0|15786.5|0
0|2020-02-15|15270.5|0|516.0|0|3.2686155892693125|0|15786.5|0
0|2020-02-16|15270.5|0|516.0|0|3.2686155892693125|0|15786.5|0
0|2020-02-17|15270.5|0|516.0|0|3.2686155892693125|0|15786.5|0
0|2020-02-18|15270.5|0|516.0|0|3.2686155892693125|0|15786.5|0
0|2020-02-19|15270.5|0|516.0|0|3.2686155892693125|0|15786.5|0
0|2020-02-20|15270.5|0|516.0|0|3.2686155892693125|0|15786.5|0
0|2020-02-21|15270.5|0|516.0|0|3.2686155892693125|0|15786.5|0
0|2020-02-22|15270.5|0|516.0|0|3.2686155892693125|0|15786.5|0
0|2020-02-23|15270.5|0|516.0|0|3.2686155892693125|0|15786.5|0
0|2020-02-24|15270.5|0|516.0|0|3.2686155892693125|0|15786.5|0
0|2020-02-25|15270.5|0|516.0|0|3.2686155892693125|0|15786.5|0
0|2020-02-26|15270.5|0|516.0|0|3.2686155892693125|0|15786.5|0
0|2020-02-27|15270.5|0|516.0|0|3.2686155892693125|0|15786.5|0
0|2020-02-28|15270.5|0|516.0|0|3.2686155892693125|0|15786.5|0
0|2020-02-29|15270.5|0|516.0|0|3.2686155892693125|0|15786.5|0
0|2020-03-01|15089.5|0|537.0|0|3.4364700988705086|0|15626.5|0
0|2020-03-02|15089.5|0|537.0|0|3.4364700988705086|0|15626.5|0
0|2020-03-03|15089.5|0|537.0|0|3.4364700988705086|0|15626.5|0
0|2020-03-04|15089.5|0|537.0|0|3.4364700988705086|0|15626.5|0
0|2020-03-05|15089.5|0|537.0|0|3.4364700988705086|0|15626.5|0
0|2020-03-06|15089.5|0|537.0|0|3.4364700988705086|0|15626.5|0
0|2020-03-07|15089.5|0|537.0|0|3.4364700988705086|0|15626.5|0
0|2020-03-08|15089.5|0|537.0|0|3.4364700988705086|0|15626.5|0
0|2020-03-09|15089.5|0|537.0|0|3.4364700988705086|0|15626.5|0
0|2020-03-10|15089.5|0|537.0|0|3.4364700988705086|0|15626.5|0
0|2020-03-11|15089.5|0|537.0|0|3.4364700988705086|0|15626.5|0
0|2020-03-12|15089.5|0|537.0|0|3.4364700988705086|0|15626.5|0
0|2020-03-13|15089.5|0|537.0|0|3.4364700988705086|0|15626.5|0
0|2020-03-14|15089.5|0|537.0|0|3.4364700988705086|0|15626.5|0
0|2020-03-15|15089.5|0|537.0|0|3.4364700988705086|0|15626.5|0
0|2020-03-16|15089.5|0|537.0|0|3.4364700988705086|0|15626.5|0
0|2020-03-17|15089.5|0|537.0|0|3.4364700988705086|0|15626.5|0
0|2020-03-18|15089.5|0|537.0|0|3.4364700988705086|0|15626.5|0
0|2020-03-19|15089.5|0|537.0|0|3.4364700988705086|0|15626.5|0
0|2020-03-20|15089.5|0|537.0|0|3.4364700988705086|0|15626.5|0
0|2020-03-21|15089.5|0|537.0|0|3.4364700988705086|0|15626.5|0
0|2020-03-22|15089.5|0|537.0|0|3.4364700988705086|0|15626.5|0
0|2020-03-23|15089.5|0|537.0|0|3.4364700988705086|0|15626.5|0
0|2020-03-24|15089.5|0|537.0|0|3.4364700988705086|0|15626.5|0
0|2020-03-25|15089.5|0|537.0|0|3.4364700988705086|0|15626.5|0
0|2020-03-26|15089.5|0|537.0|0|3.4364700988705086|0|15626.5|0
0|2020-03-27|15089.5|0|537.0|0|3.4364700988705086|0|15626.5|0
0|2020-03-28|15089.5|0|537.0|0|3.4364700988705086|0|15626.5|0
0|2020-03-29|15089.5|0|537.0|0|3.4364700988705086|0|15626.5|0
0|2020-03-30|15089.5|0|537.0|0|3.4364700988705086|0|15626.5|0
0|2020-03-31|15089.5|0|537.0|0|3.4364700988705086|0|15626.5|0
0|2020-04-01|13073.0|0|1737.0|0|11.72856178257934|0|14810.0|0
0|2020-04-02|13073.0|0|1737.0|0|11.72856178257934|0|14810.0|0
0|2020-04-03|13073.0|0|1737.0|0|11.72856178257934|0|14810.0|0
0|2020-04-04|13073.0|0|1737.0|0|11.72856178257934|0|14810.0|0
0|2020-04-05|13073.0|0|1737.0|0|11.72856178257934|0|14810.0|0
0|2020-04-06|13073.0|0|1737.0|0|11.72856178257934|0|14810.0|0
0|2020-04-07|13073.0|0|1737.0|0|11.72856178257934|0|14810.0|0
0|2020-04-08|13073.0|0|1737.0|0|11.72856178257934|0|14810.0|0
0|2020-04-09|13073.0|0|1737.0|0|11.72856178257934|0|14810.0|0
0|2020-04-10|13073.0|0|1737.0|0|11.72856178257934|0|14810.0|0
0|2020-04-11|13073.0|0|1737.0|0|11.72856178257934|0|14810.0|0
0|2020-04-12|13073.0|0|1737.0|0|11.72856178257934|0|14810.0|0
0|2020-04-13|13073.0|0|1737.0|0|11.72856178257934|0|14810.0|0
0|2020-04-14|13073.0|0|1737.0|0|11.72856178257934|0|14810.0|0
0|2020-04-15|13073.0|0|1737.0|0|11.72856178257934|0|14810.0|0
0|2020-04-16|13073.0|0|1737.0|0|11.72856178257934|0|14810.0|0
0|2020-04-17|13073.0|0|1737.0|0|11.72856178257934|0|14810.0|0
0|2020-04-18|13073.0|0|1737.0|0|11.72856178257934|0|14810.0|0
0|2020-04-19|13073.0|0|1737.0|0|11.72856178257934|0|14810.0|0
0|2020-04-20|13073.0|0|1737.0|0|11.72856178257934|0|14810.0|0
0|2020-04-21|13073.0|0|1737.0|0|11.72856178257934|0|14810.0|0
0|2020-04-22|13073.0|0|1737.0|0|11.72856178257934|0|14810.0|0
0|2020-04-23|13073.0|0|1737.0|0|11.72856178257934|0|14810.0|0
0|2020-04-24|13073.0|0|1737.0|0|11.72856178257934|0|14810.0|0
0|2020-04-25|13073.0|0|1737.0|0|11.72856178257934|0|14810.0|0
0|2020-04-26|13073.0|0|1737.0|0|11.72856178257934|0|14810.0|0
0|2020-04-27|13073.0|0|1737.0|0|11.72856178257934|0|14810.0|0
0|2020-04-28|13073.0|0|1737.0|0|11.72856178257934|0|14810.0|0
0|2020-04-29|13073.0|0|1737.0|0|11.72856178257934|0|14810.0|0
0|2020-04-30|13073.0|0|1737.0|0|11.72856178257934|0|14810.0|0
0|2020-05-01|13956.0|0|1308.0|0|8.569182389937106|0|15264.0|0
0|2020-05-02|13956.0|0|1308.0|0|8.569182389937106|0|15264.0|0
0|2020-05-03|13956.0|0|1308.0|0|8.569182389937106|0|15264.0|0
0|2020-05-04|13956.0|0|1308.0|0|8.569182389937106|0|15264.0|0
0|2020-05-05|13956.0|0|1308.0|0|8.569182389937106|0|15264.0|0
0|2020-05-06|13956.0|0|1308.0|0|8.569182389937106|0|15264.0|0
0|2020-05-07|13956.0|0|1308.0|0|8.569182389937106|0|15264.0|0
0|2020-05-08|13956.0|0|1308.0|0|8.569182389937106|0|15264.0|0
0|2020-05-09|13956.0|0|1308.0|0|8.569182389937106|0|15264.0|0
0|2020-05-10|13956.0|0|1308.0|0|8.569182389937106|0|15264.0|0
0|2020-05-11|13956.0|0|1308.0|0|8.569182389937106|0|15264.0|0
0|2020-05-12|13956.0|0|1308.0|0|8.569182389937106|0|15264.0|0
0|2020-05-13|13956.0|0|1308.0|0|8.569182389937106|0|15264.0|0
0|2020-05-14|13956.0|0|1308.0|0|8.569182389937106|0|15264.0|0
0|2020-05-15|13956.0|0|1308.0|0|8.569182389937106|0|15264.0|0
0|2020-05-16|13956.0|0|1308.0|0|8.569182389937106|0|15264.0|0
0|2020-05-17|13956.0|0|1308.0|0|8.569182389937106|0|15264.0|0
0|2020-05-18|13956.0|0|1308.0|0|8.569182389937106|0|15264.0|0
0|2020-05-19|13956.0|0|1308.0|0|8.569182389937106|0|15264.0|0
0|2020-05-20|13956.0|0|1308.0|0|8.569182389937106|0|15264.0|0
0|2020-05-21|13956.0|0|1308.0|0|8.569182389937106|0|15264.0|0
0|2020-05-22|13956.0|0|1308.0|0|8.569182389937106|0|15264.0|0
0|2020-05-23|13956.0|0|1308.0|0|8.569182389937106|0|15264.0|0
0|2020-05-24|13956.0|0|1308.0|0|8.569182389937106|0|15264.0|0
0|2020-05-25|13956.0|0|1308.0|0|8.569182389937106|0|15264.0|0
0|2020-05-26|13956.0|0|1308.0|0|8.569182389937106|0|15264.0|0
0|2020-05-27|13956.0|0|1308.0|0|8.569182389937106|0|15264.0|0
0|2020-05-28|13956.0|0|1308.0|0|8.569182389937106|0|15264.0|0
0|2020-05-29|13956.0|0|1308.0|0|8.569182389937106|0|15264.0|0
0|2020-05-30|13956.0|0|1308.0|0|8.569182389937106|0|15264.0|0
0|2020-05-31|13956.0|0|1308.0|0|8.569182389937106|0|15264.0|0
0|2020-06-01|14446.0|0|1066.0|0|6.872099020113461|0|15512.0|0
0|2020-06-02|14446.0|0|1066.0|0|6.872099020113461|0|15512.0|0
0|2020-06-03|14446.0|0|1066.0|0|6.872099020113461|0|15512.0|0
0|2020-06-04|14446.0|0|1066.0|0|6.872099020113461|0|15512.0|0
0|2020-06-05|14446.0|0|1066.0|0|6.872099020113461|0|15512.0|0
0|2020-06-06|14446.0|0|1066.0|0|6.872099020113461|0|15512.0|0
0|2020-06-07|14446.0|0|1066.0|0|6.872099020113461|0|15512.0|0
0|2020-06-08|14446.0|0|1066.0|0|6.872099020113461|0|15512.0|0
0|2020-06-09|14446.0|0|1066.0|0|6.872099020113461|0|15512.0|0
0|2020-06-10|14446.0|0|1066.0|0|6.872099020113461|0|15512.0|0
0|2020-06-11|14446.0|0|1066.0|0|6.872099020113461|0|15512.0|0
