|dates|PowderRiver_Montana_UnitedStates.MaleAndFemale_AtLeast65_Population.data|PowderRiver_Montana_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|PowderRiver_Montana_UnitedStates.Male_Total_Population.data|PowderRiver_Montana_UnitedStates.Male_Total_Population.missing|PowderRiver_Montana_UnitedStates.Female_Total_Population.data|PowderRiver_Montana_UnitedStates.Female_Total_Population.missing|PowderRiver_Montana_UnitedStates.MaleAndFemale_Under18_Population.data|PowderRiver_Montana_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|466.0|0|850.0|0|866.0|0|287.0|0
