|dates|Texas_Oklahoma_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Texas_Oklahoma_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Texas_Oklahoma_UnitedStates.Male_Total_Population.data|Texas_Oklahoma_UnitedStates.Male_Total_Population.missing|Texas_Oklahoma_UnitedStates.Female_Total_Population.data|Texas_Oklahoma_UnitedStates.Female_Total_Population.missing|Texas_Oklahoma_UnitedStates.MaleAndFemale_Under18_Population.data|Texas_Oklahoma_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2397.0|0|10943.0|0|9512.0|0|5699.0|0
