|dates|Marshall_Iowa_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Marshall_Iowa_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Marshall_Iowa_UnitedStates.Male_Total_Population.data|Marshall_Iowa_UnitedStates.Male_Total_Population.missing|Marshall_Iowa_UnitedStates.Female_Total_Population.data|Marshall_Iowa_UnitedStates.Female_Total_Population.missing|Marshall_Iowa_UnitedStates.MaleAndFemale_Under18_Population.data|Marshall_Iowa_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|7272.0|0|20231.0|0|19750.0|0|10109.0|0
