|dates|Jackson_Mississippi_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Jackson_Mississippi_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Jackson_Mississippi_UnitedStates.Male_Total_Population.data|Jackson_Mississippi_UnitedStates.Male_Total_Population.missing|Jackson_Mississippi_UnitedStates.Female_Total_Population.data|Jackson_Mississippi_UnitedStates.Female_Total_Population.missing|Jackson_Mississippi_UnitedStates.MaleAndFemale_Under18_Population.data|Jackson_Mississippi_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|22721.0|0|70502.0|0|72775.0|0|33416.0|0
