|dates|OutofVT_Vermont_UnitedStates.MaleAndFemale_AtLeast65_Population.data|OutofVT_Vermont_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|OutofVT_Vermont_UnitedStates.Male_Total_Population.data|OutofVT_Vermont_UnitedStates.Male_Total_Population.missing|OutofVT_Vermont_UnitedStates.Female_Total_Population.data|OutofVT_Vermont_UnitedStates.Female_Total_Population.missing|OutofVT_Vermont_UnitedStates.MaleAndFemale_Under18_Population.data|OutofVT_Vermont_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|0.0|100|0.0|100|0.0|100|0.0|100
