|dates|Ziebach_SouthDakota_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Ziebach_SouthDakota_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Ziebach_SouthDakota_UnitedStates.Male_Total_Population.data|Ziebach_SouthDakota_UnitedStates.Male_Total_Population.missing|Ziebach_SouthDakota_UnitedStates.Female_Total_Population.data|Ziebach_SouthDakota_UnitedStates.Female_Total_Population.missing|Ziebach_SouthDakota_UnitedStates.MaleAndFemale_Under18_Population.data|Ziebach_SouthDakota_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|263.0|0|1369.0|0|1373.0|0|774.0|0
