|dates|Sussex_Delaware_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Sussex_Delaware_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Sussex_Delaware_UnitedStates.Male_Total_Population.data|Sussex_Delaware_UnitedStates.Male_Total_Population.missing|Sussex_Delaware_UnitedStates.Female_Total_Population.data|Sussex_Delaware_UnitedStates.Female_Total_Population.missing|Sussex_Delaware_UnitedStates.MaleAndFemale_Under18_Population.data|Sussex_Delaware_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|63575.0|0|110781.0|0|118505.0|0|42584.0|0
