|dates|Middlesex_Massachusetts_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Middlesex_Massachusetts_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Middlesex_Massachusetts_UnitedStates.Male_Total_Population.data|Middlesex_Massachusetts_UnitedStates.Male_Total_Population.missing|Middlesex_Massachusetts_UnitedStates.Female_Total_Population.data|Middlesex_Massachusetts_UnitedStates.Female_Total_Population.missing|Middlesex_Massachusetts_UnitedStates.MaleAndFemale_Under18_Population.data|Middlesex_Massachusetts_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|246388.0|0|790488.0|0|824226.0|0|318831.0|0
