|dates|Benton_Mississippi_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Benton_Mississippi_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Benton_Mississippi_UnitedStates.Male_Total_Population.data|Benton_Mississippi_UnitedStates.Male_Total_Population.missing|Benton_Mississippi_UnitedStates.Female_Total_Population.data|Benton_Mississippi_UnitedStates.Female_Total_Population.missing|Benton_Mississippi_UnitedStates.MaleAndFemale_Under18_Population.data|Benton_Mississippi_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1547.0|0|4100.0|0|4171.0|0|1793.0|0
