|dates|Whitman_Washington_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Whitman_Washington_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Whitman_Washington_UnitedStates.Male_Total_Population.data|Whitman_Washington_UnitedStates.Male_Total_Population.missing|Whitman_Washington_UnitedStates.Female_Total_Population.data|Whitman_Washington_UnitedStates.Female_Total_Population.missing|Whitman_Washington_UnitedStates.MaleAndFemale_Under18_Population.data|Whitman_Washington_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|5181.0|0|25408.0|0|24383.0|0|7453.0|0
