|dates|Bonneville_Idaho_UnitedStates.AverageDailyTemperature.data|Bonneville_Idaho_UnitedStates.AverageDailyTemperature.missing|Bonneville_Idaho_UnitedStates.AverageDewPoint.data|Bonneville_Idaho_UnitedStates.AverageDewPoint.missing|Bonneville_Idaho_UnitedStates.AverageRelativeHumidity.data|Bonneville_Idaho_UnitedStates.AverageRelativeHumidity.missing|Bonneville_Idaho_UnitedStates.AverageSurfaceAirPressure.data|Bonneville_Idaho_UnitedStates.AverageSurfaceAirPressure.missing
0|2020-01-01|26.246527777777775|0|23.28125|0|88.70347222222222|0|23.609687500000003|0
0|2020-01-02|22.9375|0|18.270833333333332|0|82.58333333333333|0|23.756250000000005|0
0|2020-01-03|27.864583333333332|0|22.739583333333332|0|81.1875|0|24.015520833333337|0
0|2020-01-04|25.604166666666668|0|19.15972222222222|0|78.56944444444444|0|23.9890625|0
0|2020-01-05|21.035416666666666|0|15.957638888888887|0|81.19097222222221|0|24.04195138888889|0
0|2020-01-06|22.534722222222225|0|18.090277777777775|0|83.25694444444444|0|24.090277777777782|0
0|2020-01-07|31.75|0|24.333333333333332|0|74.58333333333333|0|23.968541666666667|0
0|2020-01-08|29.1875|0|22.5|0|76.65625|0|23.62447916666667|0
0|2020-01-09|22.788690476190478|0|19.462136243386244|0|87.525958994709|0|23.65479828042328|0
0|2020-01-10|8.5875|0|0.5097222222222222|0|70.95694444444445|0|23.906166666666667|0
0|2020-01-11|21.447916666666668|0|17.93402777777778|0|86.89583333333333|0|23.697881944444443|0
0|2020-01-12|21.088888888888892|0|16.927777777777777|0|83.79722222222223|0|23.67600694444445|0
0|2020-01-13|19.167361111111113|0|13.501388888888888|0|79.16319444444444|0|23.63790277777778|0
0|2020-01-14|21.3|0|16.149305555555554|0|81.0142361111111|0|23.63457638888889|0
0|2020-01-15|14.909722222222223|0|6.236111111111111|0|70.19444444444444|0|23.901805555555555|0
0|2020-01-16|30.125|0|14.708333333333334|0|54.208333333333336|0|23.74333333333334|0
0|2020-01-17|22.993055555555557|0|15.197916666666666|0|74.02083333333333|0|23.79059027777777|0
0|2020-01-18|21.041666666666668|0|14.333333333333334|0|75.83333333333333|0|24.133333333333336|0
0|2020-01-19|15.180555555555555|0|9.527777777777777|0|79.77777777777779|0|24.21541666666666|0
0|2020-01-20|21.75|0|16.291666666666668|0|80.83333333333333|0|24.022916666666664|0
0|2020-01-21|32.979166666666664|0|25.333333333333332|0|74.02083333333333|0|23.81041666666667|0
0|2020-01-22|27.208333333333332|0|21.1875|0|78.23958333333333|0|23.895104166666666|0
0|2020-01-23|28.588888888888885|0|25.141666666666662|0|86.95|0|24.011944444444442|0
0|2020-01-24|32.237500000000004|0|28.82777777777778|0|87.80416666666667|0|23.898791666666668|0
0|2020-01-25|30.916666666666668|0|26.604166666666668|0|84.44444444444444|0|23.938263888888887|0
0|2020-01-26|33.729166666666664|0|30.354166666666668|0|87.75694444444446|0|23.878472222222214|0
0|2020-01-27|27.972222222222225|0|23.253472222222225|0|82.82638888888889|0|23.930520833333333|0
0|2020-01-28|28.665674603174605|0|25.145833333333332|0|86.83382936507935|0|23.925580357142863|0
0|2020-01-29|26.5125|0|23.642361111111114|0|89.20555555555556|0|23.96286111111112|0
0|2020-01-30|20.099305555555556|0|16.711111111111112|0|87.31944444444446|0|24.028569444444447|0
0|2020-01-31|22.995833333333334|0|19.608333333333334|0|87.25833333333333|0|24.14975|0
0|2020-02-01|35.986111111111114|0|25.513888888888886|0|66.8611111111111|0|24.070902777777775|0
0|2020-02-02|31.569444444444443|0|22.527777777777775|0|71.76388888888889|0|23.638229166666665|0
0|2020-02-03|14.699999999999998|0|8.295833333333333|0|77.26388888888889|0|23.563652777777776|0
0|2020-02-04|2.5416666666666665|0|-4.979166666666667|0|73.04861111111111|0|23.88041666666666|0
0|2020-02-05|16.020833333333332|0|10.875|0|80.5625|0|23.79645833333333|0
0|2020-02-06|24.376785714285717|0|21.13720238095238|0|87.8704365079365|0|23.680488095238108|0
0|2020-02-07|29.899305555555554|0|27.188492063492063|0|90.22023809523812|0|23.75446428571429|0
0|2020-02-08|28.55|0|23.17480158730159|0|80.84732142857143|0|23.683329365079363|0
0|2020-02-09|14.277777777777777|0|7.788194444444444|0|77.1076388888889|0|23.907916666666665|0
0|2020-02-10|14.569444444444443|0|10.524305555555557|0|84.39236111111111|0|23.946666666666662|0
0|2020-02-11|13.461805555555555|0|7.715277777777778|0|78.96875|0|23.916006944444437|0
0|2020-02-12|17.430555555555554|0|13.375000000000002|0|84.63194444444444|0|23.86833333333333|0
0|2020-02-13|19.083333333333332|0|13.395833333333334|0|79.625|0|23.868125000000006|0
0|2020-02-14|22.412499999999998|0|14.9|0|74.28333333333333|0|23.778999999999996|0
0|2020-02-15|20.569444444444446|0|14.409722222222223|0|77.45138888888889|0|23.877361111111114|0
0|2020-02-16|27.647222222222226|0|24.210416666666664|0|87.03750000000001|0|23.75306944444444|0
0|2020-02-17|11.831944444444446|0|6.104166666666667|0|78.94722222222224|0|23.878000000000004|0
0|2020-02-18|8.25|0|1.4166666666666667|0|75.97916666666667|0|23.987291666666668|0
0|2020-02-19|1.5833333333333333|0|-4.291666666666667|0|77.58333333333333|0|24.080208333333328|0
0|2020-02-20|2.6875|0|-5.291666666666667|0|71.83333333333333|0|24.168958333333336|0
0|2020-02-21|7.3125|0|-1.7291666666666667|0|68.60416666666667|0|24.042916666666667|0
0|2020-02-22|15.791666666666666|0|6.416666666666667|0|67.5|0|23.933749999999993|0
0|2020-02-23|20.59722222222222|0|13.034722222222223|0|73.82638888888889|0|23.838472222222222|0
0|2020-02-24|20.791666666666668|0|12.924999999999999|0|72.3638888888889|0|23.942958333333326|0
0|2020-02-25|11.625|0|5.0|0|75.41666666666667|0|24.181249999999995|0
0|2020-02-26|18.791666666666668|0|11.083333333333334|0|72.66666666666667|0|24.139583333333338|0
0|2020-02-27|19.708333333333332|0|13.208333333333334|0|77.04166666666667|0|24.141666666666655|0
0|2020-02-28|24.333333333333332|0|14.458333333333334|0|68.58333333333333|0|24.059166666666666|0
0|2020-02-29|33.895833333333336|0|20.9375|0|60.6875|0|23.737916666666663|0
0|2020-03-01|23.39305555555556|0|16.52638888888889|0|76.5826388888889|0|23.765229166666668|0
0|2020-03-02|20.291666666666668|0|12.083333333333334|0|71.08333333333333|0|23.84958333333334|0
0|2020-03-03|30.875|0|24.916666666666668|0|78.72916666666667|0|23.898125000000007|0
0|2020-03-04|35.25|0|23.916666666666668|0|64.125|0|23.921666666666656|0
0|2020-03-05|30.75|0|18.083333333333332|0|61.0|0|24.078749999999996|0
0|2020-03-06|40.625|0|21.333333333333332|0|46.666666666666664|0|23.925416666666674|0
0|2020-03-07|40.5|0|25.194444444444443|0|55.75694444444445|0|23.706666666666663|0
0|2020-03-08|33.520833333333336|0|27.979166666666668|0|80.41666666666667|0|23.769583333333344|0
0|2020-03-09|32.01428571428571|0|27.460714285714285|0|83.5577380952381|0|23.886398809523808|0
0|2020-03-10|32.020833333333336|0|23.375|0|71.41666666666667|0|24.003333333333327|0
0|2020-03-11|35.208333333333336|0|23.708333333333332|0|63.875|0|23.847499999999997|0
0|2020-03-12|28.5|0|16.666666666666668|0|63.416666666666664|0|23.85166666666667|0
0|2020-03-13|25.916666666666668|0|14.458333333333334|0|63.291666666666664|0|23.656666666666666|0
0|2020-03-14|33.913938492063494|0|28.24206349206349|0|81.03194444444443|0|23.714555555555553|0
0|2020-03-15|33.912599206349206|0|30.81785714285714|0|89.06954365079365|0|23.83586111111111|0
0|2020-03-16|33.324305555555554|0|29.306249999999995|0|86.16438492063492|0|23.879671626984134|0
0|2020-03-17|32.25|0|26.25|0|80.375|0|23.71416666666666|0
0|2020-03-18|31.316369047619048|0|27.703918650793653|0|87.10292658730158|0|23.670918154761903|0
0|2020-03-19|28.645833333333332|0|23.152777777777775|0|81.27361111111111|0|23.757416666666668|0
0|2020-03-20|31.166666666666668|0|26.833333333333332|0|84.16666666666667|0|23.955000000000002|0
0|2020-03-21|31.732837301587306|0|28.61304563492064|0|88.67147817460318|0|23.930900297619047|0
0|2020-03-22|31.837962962962962|0|24.302083333333332|0|75.04398148148148|0|23.871875|0
0|2020-03-23|31.918402777777775|0|23.901041666666668|0|73.38020833333333|0|23.76625|0
0|2020-03-24|34.708333333333336|0|26.0|0|71.39583333333333|0|23.745833333333326|0
0|2020-03-25|30.0625|0|20.354166666666668|0|67.95833333333333|0|23.674791666666668|0
