|dates|Boone_Kentucky_UnitedStates.BLS_EmployedPopulation.data|Boone_Kentucky_UnitedStates.BLS_EmployedPopulation.missing|Boone_Kentucky_UnitedStates.BLS_UnemployedPopulation.data|Boone_Kentucky_UnitedStates.BLS_UnemployedPopulation.missing|Boone_Kentucky_UnitedStates.BLS_UnemploymentRate.data|Boone_Kentucky_UnitedStates.BLS_UnemploymentRate.missing|Boone_Kentucky_UnitedStates.BLS_LaborForcePopulation.data|Boone_Kentucky_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|69022.5|0|2636.5|0|3.679230801434572|0|71659.0|0
0|2020-01-02|69022.5|0|2636.5|0|3.679230801434572|0|71659.0|0
0|2020-01-03|69022.5|0|2636.5|0|3.679230801434572|0|71659.0|0
0|2020-01-04|69022.5|0|2636.5|0|3.679230801434572|0|71659.0|0
0|2020-01-05|69022.5|0|2636.5|0|3.679230801434572|0|71659.0|0
0|2020-01-06|69022.5|0|2636.5|0|3.679230801434572|0|71659.0|0
0|2020-01-07|69022.5|0|2636.5|0|3.679230801434572|0|71659.0|0
0|2020-01-08|69022.5|0|2636.5|0|3.679230801434572|0|71659.0|0
0|2020-01-09|69022.5|0|2636.5|0|3.679230801434572|0|71659.0|0
0|2020-01-10|69022.5|0|2636.5|0|3.679230801434572|0|71659.0|0
0|2020-01-11|69022.5|0|2636.5|0|3.679230801434572|0|71659.0|0
0|2020-01-12|69022.5|0|2636.5|0|3.679230801434572|0|71659.0|0
0|2020-01-13|69022.5|0|2636.5|0|3.679230801434572|0|71659.0|0
0|2020-01-14|69022.5|0|2636.5|0|3.679230801434572|0|71659.0|0
0|2020-01-15|69022.5|0|2636.5|0|3.679230801434572|0|71659.0|0
0|2020-01-16|69022.5|0|2636.5|0|3.679230801434572|0|71659.0|0
0|2020-01-17|69022.5|0|2636.5|0|3.679230801434572|0|71659.0|0
0|2020-01-18|69022.5|0|2636.5|0|3.679230801434572|0|71659.0|0
0|2020-01-19|69022.5|0|2636.5|0|3.679230801434572|0|71659.0|0
0|2020-01-20|69022.5|0|2636.5|0|3.679230801434572|0|71659.0|0
0|2020-01-21|69022.5|0|2636.5|0|3.679230801434572|0|71659.0|0
0|2020-01-22|69022.5|0|2636.5|0|3.679230801434572|0|71659.0|0
0|2020-01-23|69022.5|0|2636.5|0|3.679230801434572|0|71659.0|0
0|2020-01-24|69022.5|0|2636.5|0|3.679230801434572|0|71659.0|0
0|2020-01-25|69022.5|0|2636.5|0|3.679230801434572|0|71659.0|0
0|2020-01-26|69022.5|0|2636.5|0|3.679230801434572|0|71659.0|0
0|2020-01-27|69022.5|0|2636.5|0|3.679230801434572|0|71659.0|0
0|2020-01-28|69022.5|0|2636.5|0|3.679230801434572|0|71659.0|0
0|2020-01-29|69022.5|0|2636.5|0|3.679230801434572|0|71659.0|0
0|2020-01-30|69022.5|0|2636.5|0|3.679230801434572|0|71659.0|0
0|2020-01-31|69022.5|0|2636.5|0|3.679230801434572|0|71659.0|0
0|2020-02-01|69266.0|0|2436.0|0|3.3973947728096845|0|71702.0|0
0|2020-02-02|69266.0|0|2436.0|0|3.3973947728096845|0|71702.0|0
0|2020-02-03|69266.0|0|2436.0|0|3.3973947728096845|0|71702.0|0
0|2020-02-04|69266.0|0|2436.0|0|3.3973947728096845|0|71702.0|0
0|2020-02-05|69266.0|0|2436.0|0|3.3973947728096845|0|71702.0|0
0|2020-02-06|69266.0|0|2436.0|0|3.3973947728096845|0|71702.0|0
0|2020-02-07|69266.0|0|2436.0|0|3.3973947728096845|0|71702.0|0
0|2020-02-08|69266.0|0|2436.0|0|3.3973947728096845|0|71702.0|0
0|2020-02-09|69266.0|0|2436.0|0|3.3973947728096845|0|71702.0|0
0|2020-02-10|69266.0|0|2436.0|0|3.3973947728096845|0|71702.0|0
0|2020-02-11|69266.0|0|2436.0|0|3.3973947728096845|0|71702.0|0
0|2020-02-12|69266.0|0|2436.0|0|3.3973947728096845|0|71702.0|0
0|2020-02-13|69266.0|0|2436.0|0|3.3973947728096845|0|71702.0|0
0|2020-02-14|69266.0|0|2436.0|0|3.3973947728096845|0|71702.0|0
0|2020-02-15|69266.0|0|2436.0|0|3.3973947728096845|0|71702.0|0
0|2020-02-16|69266.0|0|2436.0|0|3.3973947728096845|0|71702.0|0
0|2020-02-17|69266.0|0|2436.0|0|3.3973947728096845|0|71702.0|0
0|2020-02-18|69266.0|0|2436.0|0|3.3973947728096845|0|71702.0|0
0|2020-02-19|69266.0|0|2436.0|0|3.3973947728096845|0|71702.0|0
0|2020-02-20|69266.0|0|2436.0|0|3.3973947728096845|0|71702.0|0
