|dates|Fairfax_Virginia_UnitedStates.BLS_EmployedPopulation.data|Fairfax_Virginia_UnitedStates.BLS_EmployedPopulation.missing|Fairfax_Virginia_UnitedStates.BLS_UnemployedPopulation.data|Fairfax_Virginia_UnitedStates.BLS_UnemployedPopulation.missing|Fairfax_Virginia_UnitedStates.BLS_UnemploymentRate.data|Fairfax_Virginia_UnitedStates.BLS_UnemploymentRate.missing|Fairfax_Virginia_UnitedStates.BLS_LaborForcePopulation.data|Fairfax_Virginia_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|630230.0|0|14807.5|0|2.2956029688196424|0|645037.5|0
0|2020-01-02|630230.0|0|14807.5|0|2.2956029688196424|0|645037.5|0
0|2020-01-03|630230.0|0|14807.5|0|2.2956029688196424|0|645037.5|0
0|2020-01-04|630230.0|0|14807.5|0|2.2956029688196424|0|645037.5|0
0|2020-01-05|630230.0|0|14807.5|0|2.2956029688196424|0|645037.5|0
0|2020-01-06|630230.0|0|14807.5|0|2.2956029688196424|0|645037.5|0
0|2020-01-07|630230.0|0|14807.5|0|2.2956029688196424|0|645037.5|0
0|2020-01-08|630230.0|0|14807.5|0|2.2956029688196424|0|645037.5|0
0|2020-01-09|630230.0|0|14807.5|0|2.2956029688196424|0|645037.5|0
0|2020-01-10|630230.0|0|14807.5|0|2.2956029688196424|0|645037.5|0
0|2020-01-11|630230.0|0|14807.5|0|2.2956029688196424|0|645037.5|0
0|2020-01-12|630230.0|0|14807.5|0|2.2956029688196424|0|645037.5|0
0|2020-01-13|630230.0|0|14807.5|0|2.2956029688196424|0|645037.5|0
0|2020-01-14|630230.0|0|14807.5|0|2.2956029688196424|0|645037.5|0
0|2020-01-15|630230.0|0|14807.5|0|2.2956029688196424|0|645037.5|0
0|2020-01-16|630230.0|0|14807.5|0|2.2956029688196424|0|645037.5|0
0|2020-01-17|630230.0|0|14807.5|0|2.2956029688196424|0|645037.5|0
0|2020-01-18|630230.0|0|14807.5|0|2.2956029688196424|0|645037.5|0
0|2020-01-19|630230.0|0|14807.5|0|2.2956029688196424|0|645037.5|0
0|2020-01-20|630230.0|0|14807.5|0|2.2956029688196424|0|645037.5|0
0|2020-01-21|630230.0|0|14807.5|0|2.2956029688196424|0|645037.5|0
0|2020-01-22|630230.0|0|14807.5|0|2.2956029688196424|0|645037.5|0
0|2020-01-23|630230.0|0|14807.5|0|2.2956029688196424|0|645037.5|0
0|2020-01-24|630230.0|0|14807.5|0|2.2956029688196424|0|645037.5|0
0|2020-01-25|630230.0|0|14807.5|0|2.2956029688196424|0|645037.5|0
0|2020-01-26|630230.0|0|14807.5|0|2.2956029688196424|0|645037.5|0
0|2020-01-27|630230.0|0|14807.5|0|2.2956029688196424|0|645037.5|0
0|2020-01-28|630230.0|0|14807.5|0|2.2956029688196424|0|645037.5|0
0|2020-01-29|630230.0|0|14807.5|0|2.2956029688196424|0|645037.5|0
0|2020-01-30|630230.0|0|14807.5|0|2.2956029688196424|0|645037.5|0
0|2020-01-31|630230.0|0|14807.5|0|2.2956029688196424|0|645037.5|0
0|2020-02-01|635733.5|0|13132.5|0|2.023915569624545|0|648866.0|0
0|2020-02-02|635733.5|0|13132.5|0|2.023915569624545|0|648866.0|0
0|2020-02-03|635733.5|0|13132.5|0|2.023915569624545|0|648866.0|0
0|2020-02-04|635733.5|0|13132.5|0|2.023915569624545|0|648866.0|0
0|2020-02-05|635733.5|0|13132.5|0|2.023915569624545|0|648866.0|0
0|2020-02-06|635733.5|0|13132.5|0|2.023915569624545|0|648866.0|0
0|2020-02-07|635733.5|0|13132.5|0|2.023915569624545|0|648866.0|0
