|dates|Dubois_Indiana_UnitedStates.BLS_EmployedPopulation.data|Dubois_Indiana_UnitedStates.BLS_EmployedPopulation.missing|Dubois_Indiana_UnitedStates.BLS_UnemployedPopulation.data|Dubois_Indiana_UnitedStates.BLS_UnemployedPopulation.missing|Dubois_Indiana_UnitedStates.BLS_UnemploymentRate.data|Dubois_Indiana_UnitedStates.BLS_UnemploymentRate.missing|Dubois_Indiana_UnitedStates.BLS_LaborForcePopulation.data|Dubois_Indiana_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|22338.5|0|607.5|0|2.647520264969929|0|22946.0|0
0|2020-01-02|22338.5|0|607.5|0|2.647520264969929|0|22946.0|0
0|2020-01-03|22338.5|0|607.5|0|2.647520264969929|0|22946.0|0
0|2020-01-04|22338.5|0|607.5|0|2.647520264969929|0|22946.0|0
0|2020-01-05|22338.5|0|607.5|0|2.647520264969929|0|22946.0|0
0|2020-01-06|22338.5|0|607.5|0|2.647520264969929|0|22946.0|0
0|2020-01-07|22338.5|0|607.5|0|2.647520264969929|0|22946.0|0
0|2020-01-08|22338.5|0|607.5|0|2.647520264969929|0|22946.0|0
0|2020-01-09|22338.5|0|607.5|0|2.647520264969929|0|22946.0|0
0|2020-01-10|22338.5|0|607.5|0|2.647520264969929|0|22946.0|0
0|2020-01-11|22338.5|0|607.5|0|2.647520264969929|0|22946.0|0
0|2020-01-12|22338.5|0|607.5|0|2.647520264969929|0|22946.0|0
0|2020-01-13|22338.5|0|607.5|0|2.647520264969929|0|22946.0|0
0|2020-01-14|22338.5|0|607.5|0|2.647520264969929|0|22946.0|0
0|2020-01-15|22338.5|0|607.5|0|2.647520264969929|0|22946.0|0
0|2020-01-16|22338.5|0|607.5|0|2.647520264969929|0|22946.0|0
0|2020-01-17|22338.5|0|607.5|0|2.647520264969929|0|22946.0|0
0|2020-01-18|22338.5|0|607.5|0|2.647520264969929|0|22946.0|0
0|2020-01-19|22338.5|0|607.5|0|2.647520264969929|0|22946.0|0
0|2020-01-20|22338.5|0|607.5|0|2.647520264969929|0|22946.0|0
0|2020-01-21|22338.5|0|607.5|0|2.647520264969929|0|22946.0|0
0|2020-01-22|22338.5|0|607.5|0|2.647520264969929|0|22946.0|0
0|2020-01-23|22338.5|0|607.5|0|2.647520264969929|0|22946.0|0
0|2020-01-24|22338.5|0|607.5|0|2.647520264969929|0|22946.0|0
0|2020-01-25|22338.5|0|607.5|0|2.647520264969929|0|22946.0|0
0|2020-01-26|22338.5|0|607.5|0|2.647520264969929|0|22946.0|0
0|2020-01-27|22338.5|0|607.5|0|2.647520264969929|0|22946.0|0
0|2020-01-28|22338.5|0|607.5|0|2.647520264969929|0|22946.0|0
0|2020-01-29|22338.5|0|607.5|0|2.647520264969929|0|22946.0|0
0|2020-01-30|22338.5|0|607.5|0|2.647520264969929|0|22946.0|0
0|2020-01-31|22338.5|0|607.5|0|2.647520264969929|0|22946.0|0
0|2020-02-01|22259.5|0|557.5|0|2.4433536398299514|0|22817.0|0
0|2020-02-02|22259.5|0|557.5|0|2.4433536398299514|0|22817.0|0
0|2020-02-03|22259.5|0|557.5|0|2.4433536398299514|0|22817.0|0
0|2020-02-04|22259.5|0|557.5|0|2.4433536398299514|0|22817.0|0
0|2020-02-05|22259.5|0|557.5|0|2.4433536398299514|0|22817.0|0
0|2020-02-06|22259.5|0|557.5|0|2.4433536398299514|0|22817.0|0
0|2020-02-07|22259.5|0|557.5|0|2.4433536398299514|0|22817.0|0
0|2020-02-08|22259.5|0|557.5|0|2.4433536398299514|0|22817.0|0
0|2020-02-09|22259.5|0|557.5|0|2.4433536398299514|0|22817.0|0
0|2020-02-10|22259.5|0|557.5|0|2.4433536398299514|0|22817.0|0
0|2020-02-11|22259.5|0|557.5|0|2.4433536398299514|0|22817.0|0
0|2020-02-12|22259.5|0|557.5|0|2.4433536398299514|0|22817.0|0
0|2020-02-13|22259.5|0|557.5|0|2.4433536398299514|0|22817.0|0
0|2020-02-14|22259.5|0|557.5|0|2.4433536398299514|0|22817.0|0
0|2020-02-15|22259.5|0|557.5|0|2.4433536398299514|0|22817.0|0
0|2020-02-16|22259.5|0|557.5|0|2.4433536398299514|0|22817.0|0
0|2020-02-17|22259.5|0|557.5|0|2.4433536398299514|0|22817.0|0
0|2020-02-18|22259.5|0|557.5|0|2.4433536398299514|0|22817.0|0
