|dates|PrinceGeorge_Virginia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|PrinceGeorge_Virginia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|PrinceGeorge_Virginia_UnitedStates.Male_Total_Population.data|PrinceGeorge_Virginia_UnitedStates.Male_Total_Population.missing|PrinceGeorge_Virginia_UnitedStates.Female_Total_Population.data|PrinceGeorge_Virginia_UnitedStates.Female_Total_Population.missing|PrinceGeorge_Virginia_UnitedStates.MaleAndFemale_Under18_Population.data|PrinceGeorge_Virginia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|5347.0|0|20584.0|0|17498.0|0|8222.0|0
