|dates|Martinsville_Virginia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Martinsville_Virginia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Martinsville_Virginia_UnitedStates.Male_Total_Population.data|Martinsville_Virginia_UnitedStates.Male_Total_Population.missing|Martinsville_Virginia_UnitedStates.Female_Total_Population.data|Martinsville_Virginia_UnitedStates.Female_Total_Population.missing|Martinsville_Virginia_UnitedStates.MaleAndFemale_Under18_Population.data|Martinsville_Virginia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2442.0|0|5976.0|0|6926.0|0|3194.0|0
