|dates|Currituck_NorthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Currituck_NorthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Currituck_NorthCarolina_UnitedStates.Male_Total_Population.data|Currituck_NorthCarolina_UnitedStates.Male_Total_Population.missing|Currituck_NorthCarolina_UnitedStates.Female_Total_Population.data|Currituck_NorthCarolina_UnitedStates.Female_Total_Population.missing|Currituck_NorthCarolina_UnitedStates.MaleAndFemale_Under18_Population.data|Currituck_NorthCarolina_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|4398.0|0|13404.0|0|13668.0|0|6058.0|0
