|dates|Norton_Kansas_UnitedStates.BLS_EmployedPopulation.data|Norton_Kansas_UnitedStates.BLS_EmployedPopulation.missing|Norton_Kansas_UnitedStates.BLS_UnemployedPopulation.data|Norton_Kansas_UnitedStates.BLS_UnemployedPopulation.missing|Norton_Kansas_UnitedStates.BLS_UnemploymentRate.data|Norton_Kansas_UnitedStates.BLS_UnemploymentRate.missing|Norton_Kansas_UnitedStates.BLS_LaborForcePopulation.data|Norton_Kansas_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|2585.5|0|53.0|0|2.00871707409513|0|2638.5|0
0|2020-01-02|2585.5|0|53.0|0|2.00871707409513|0|2638.5|0
0|2020-01-03|2585.5|0|53.0|0|2.00871707409513|0|2638.5|0
0|2020-01-04|2585.5|0|53.0|0|2.00871707409513|0|2638.5|0
0|2020-01-05|2585.5|0|53.0|0|2.00871707409513|0|2638.5|0
0|2020-01-06|2585.5|0|53.0|0|2.00871707409513|0|2638.5|0
0|2020-01-07|2585.5|0|53.0|0|2.00871707409513|0|2638.5|0
0|2020-01-08|2585.5|0|53.0|0|2.00871707409513|0|2638.5|0
0|2020-01-09|2585.5|0|53.0|0|2.00871707409513|0|2638.5|0
0|2020-01-10|2585.5|0|53.0|0|2.00871707409513|0|2638.5|0
0|2020-01-11|2585.5|0|53.0|0|2.00871707409513|0|2638.5|0
0|2020-01-12|2585.5|0|53.0|0|2.00871707409513|0|2638.5|0
0|2020-01-13|2585.5|0|53.0|0|2.00871707409513|0|2638.5|0
0|2020-01-14|2585.5|0|53.0|0|2.00871707409513|0|2638.5|0
0|2020-01-15|2585.5|0|53.0|0|2.00871707409513|0|2638.5|0
0|2020-01-16|2585.5|0|53.0|0|2.00871707409513|0|2638.5|0
0|2020-01-17|2585.5|0|53.0|0|2.00871707409513|0|2638.5|0
0|2020-01-18|2585.5|0|53.0|0|2.00871707409513|0|2638.5|0
0|2020-01-19|2585.5|0|53.0|0|2.00871707409513|0|2638.5|0
0|2020-01-20|2585.5|0|53.0|0|2.00871707409513|0|2638.5|0
0|2020-01-21|2585.5|0|53.0|0|2.00871707409513|0|2638.5|0
0|2020-01-22|2585.5|0|53.0|0|2.00871707409513|0|2638.5|0
0|2020-01-23|2585.5|0|53.0|0|2.00871707409513|0|2638.5|0
0|2020-01-24|2585.5|0|53.0|0|2.00871707409513|0|2638.5|0
0|2020-01-25|2585.5|0|53.0|0|2.00871707409513|0|2638.5|0
0|2020-01-26|2585.5|0|53.0|0|2.00871707409513|0|2638.5|0
0|2020-01-27|2585.5|0|53.0|0|2.00871707409513|0|2638.5|0
0|2020-01-28|2585.5|0|53.0|0|2.00871707409513|0|2638.5|0
0|2020-01-29|2585.5|0|53.0|0|2.00871707409513|0|2638.5|0
0|2020-01-30|2585.5|0|53.0|0|2.00871707409513|0|2638.5|0
0|2020-01-31|2585.5|0|53.0|0|2.00871707409513|0|2638.5|0
0|2020-02-01|2602.0|0|55.0|0|2.0700037636432067|0|2657.0|0
0|2020-02-02|2602.0|0|55.0|0|2.0700037636432067|0|2657.0|0
0|2020-02-03|2602.0|0|55.0|0|2.0700037636432067|0|2657.0|0
0|2020-02-04|2602.0|0|55.0|0|2.0700037636432067|0|2657.0|0
0|2020-02-05|2602.0|0|55.0|0|2.0700037636432067|0|2657.0|0
0|2020-02-06|2602.0|0|55.0|0|2.0700037636432067|0|2657.0|0
0|2020-02-07|2602.0|0|55.0|0|2.0700037636432067|0|2657.0|0
0|2020-02-08|2602.0|0|55.0|0|2.0700037636432067|0|2657.0|0
0|2020-02-09|2602.0|0|55.0|0|2.0700037636432067|0|2657.0|0
0|2020-02-10|2602.0|0|55.0|0|2.0700037636432067|0|2657.0|0
0|2020-02-11|2602.0|0|55.0|0|2.0700037636432067|0|2657.0|0
0|2020-02-12|2602.0|0|55.0|0|2.0700037636432067|0|2657.0|0
0|2020-02-13|2602.0|0|55.0|0|2.0700037636432067|0|2657.0|0
0|2020-02-14|2602.0|0|55.0|0|2.0700037636432067|0|2657.0|0
0|2020-02-15|2602.0|0|55.0|0|2.0700037636432067|0|2657.0|0
0|2020-02-16|2602.0|0|55.0|0|2.0700037636432067|0|2657.0|0
0|2020-02-17|2602.0|0|55.0|0|2.0700037636432067|0|2657.0|0
0|2020-02-18|2602.0|0|55.0|0|2.0700037636432067|0|2657.0|0
