|dates|Iron_Michigan_UnitedStates.BLS_EmployedPopulation.data|Iron_Michigan_UnitedStates.BLS_EmployedPopulation.missing|Iron_Michigan_UnitedStates.BLS_UnemployedPopulation.data|Iron_Michigan_UnitedStates.BLS_UnemployedPopulation.missing|Iron_Michigan_UnitedStates.BLS_UnemploymentRate.data|Iron_Michigan_UnitedStates.BLS_UnemploymentRate.missing|Iron_Michigan_UnitedStates.BLS_LaborForcePopulation.data|Iron_Michigan_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|4728.5|0|336.5|0|6.643632773938796|0|5065.0|0
0|2020-01-02|4728.5|0|336.5|0|6.643632773938796|0|5065.0|0
0|2020-01-03|4728.5|0|336.5|0|6.643632773938796|0|5065.0|0
0|2020-01-04|4728.5|0|336.5|0|6.643632773938796|0|5065.0|0
0|2020-01-05|4728.5|0|336.5|0|6.643632773938796|0|5065.0|0
0|2020-01-06|4728.5|0|336.5|0|6.643632773938796|0|5065.0|0
0|2020-01-07|4728.5|0|336.5|0|6.643632773938796|0|5065.0|0
0|2020-01-08|4728.5|0|336.5|0|6.643632773938796|0|5065.0|0
0|2020-01-09|4728.5|0|336.5|0|6.643632773938796|0|5065.0|0
0|2020-01-10|4728.5|0|336.5|0|6.643632773938796|0|5065.0|0
0|2020-01-11|4728.5|0|336.5|0|6.643632773938796|0|5065.0|0
0|2020-01-12|4728.5|0|336.5|0|6.643632773938796|0|5065.0|0
0|2020-01-13|4728.5|0|336.5|0|6.643632773938796|0|5065.0|0
0|2020-01-14|4728.5|0|336.5|0|6.643632773938796|0|5065.0|0
0|2020-01-15|4728.5|0|336.5|0|6.643632773938796|0|5065.0|0
0|2020-01-16|4728.5|0|336.5|0|6.643632773938796|0|5065.0|0
0|2020-01-17|4728.5|0|336.5|0|6.643632773938796|0|5065.0|0
0|2020-01-18|4728.5|0|336.5|0|6.643632773938796|0|5065.0|0
0|2020-01-19|4728.5|0|336.5|0|6.643632773938796|0|5065.0|0
0|2020-01-20|4728.5|0|336.5|0|6.643632773938796|0|5065.0|0
0|2020-01-21|4728.5|0|336.5|0|6.643632773938796|0|5065.0|0
0|2020-01-22|4728.5|0|336.5|0|6.643632773938796|0|5065.0|0
0|2020-01-23|4728.5|0|336.5|0|6.643632773938796|0|5065.0|0
0|2020-01-24|4728.5|0|336.5|0|6.643632773938796|0|5065.0|0
0|2020-01-25|4728.5|0|336.5|0|6.643632773938796|0|5065.0|0
0|2020-01-26|4728.5|0|336.5|0|6.643632773938796|0|5065.0|0
0|2020-01-27|4728.5|0|336.5|0|6.643632773938796|0|5065.0|0
0|2020-01-28|4728.5|0|336.5|0|6.643632773938796|0|5065.0|0
0|2020-01-29|4728.5|0|336.5|0|6.643632773938796|0|5065.0|0
0|2020-01-30|4728.5|0|336.5|0|6.643632773938796|0|5065.0|0
0|2020-01-31|4728.5|0|336.5|0|6.643632773938796|0|5065.0|0
0|2020-02-01|4776.0|0|304.0|0|5.984251968503937|0|5080.0|0
0|2020-02-02|4776.0|0|304.0|0|5.984251968503937|0|5080.0|0
0|2020-02-03|4776.0|0|304.0|0|5.984251968503937|0|5080.0|0
0|2020-02-04|4776.0|0|304.0|0|5.984251968503937|0|5080.0|0
0|2020-02-05|4776.0|0|304.0|0|5.984251968503937|0|5080.0|0
0|2020-02-06|4776.0|0|304.0|0|5.984251968503937|0|5080.0|0
0|2020-02-07|4776.0|0|304.0|0|5.984251968503937|0|5080.0|0
0|2020-02-08|4776.0|0|304.0|0|5.984251968503937|0|5080.0|0
0|2020-02-09|4776.0|0|304.0|0|5.984251968503937|0|5080.0|0
0|2020-02-10|4776.0|0|304.0|0|5.984251968503937|0|5080.0|0
0|2020-02-11|4776.0|0|304.0|0|5.984251968503937|0|5080.0|0
0|2020-02-12|4776.0|0|304.0|0|5.984251968503937|0|5080.0|0
0|2020-02-13|4776.0|0|304.0|0|5.984251968503937|0|5080.0|0
0|2020-02-14|4776.0|0|304.0|0|5.984251968503937|0|5080.0|0
0|2020-02-15|4776.0|0|304.0|0|5.984251968503937|0|5080.0|0
0|2020-02-16|4776.0|0|304.0|0|5.984251968503937|0|5080.0|0
0|2020-02-17|4776.0|0|304.0|0|5.984251968503937|0|5080.0|0
0|2020-02-18|4776.0|0|304.0|0|5.984251968503937|0|5080.0|0
0|2020-02-19|4776.0|0|304.0|0|5.984251968503937|0|5080.0|0
0|2020-02-20|4776.0|0|304.0|0|5.984251968503937|0|5080.0|0
0|2020-02-21|4776.0|0|304.0|0|5.984251968503937|0|5080.0|0
0|2020-02-22|4776.0|0|304.0|0|5.984251968503937|0|5080.0|0
0|2020-02-23|4776.0|0|304.0|0|5.984251968503937|0|5080.0|0
0|2020-02-24|4776.0|0|304.0|0|5.984251968503937|0|5080.0|0
0|2020-02-25|4776.0|0|304.0|0|5.984251968503937|0|5080.0|0
0|2020-02-26|4776.0|0|304.0|0|5.984251968503937|0|5080.0|0
0|2020-02-27|4776.0|0|304.0|0|5.984251968503937|0|5080.0|0
0|2020-02-28|4776.0|0|304.0|0|5.984251968503937|0|5080.0|0
0|2020-02-29|4776.0|0|304.0|0|5.984251968503937|0|5080.0|0
0|2020-03-01|4647.5|0|326.0|0|6.5547401226500455|0|4973.5|0
0|2020-03-02|4647.5|0|326.0|0|6.5547401226500455|0|4973.5|0
0|2020-03-03|4647.5|0|326.0|0|6.5547401226500455|0|4973.5|0
0|2020-03-04|4647.5|0|326.0|0|6.5547401226500455|0|4973.5|0
0|2020-03-05|4647.5|0|326.0|0|6.5547401226500455|0|4973.5|0
0|2020-03-06|4647.5|0|326.0|0|6.5547401226500455|0|4973.5|0
0|2020-03-07|4647.5|0|326.0|0|6.5547401226500455|0|4973.5|0
0|2020-03-08|4647.5|0|326.0|0|6.5547401226500455|0|4973.5|0
0|2020-03-09|4647.5|0|326.0|0|6.5547401226500455|0|4973.5|0
0|2020-03-10|4647.5|0|326.0|0|6.5547401226500455|0|4973.5|0
0|2020-03-11|4647.5|0|326.0|0|6.5547401226500455|0|4973.5|0
0|2020-03-12|4647.5|0|326.0|0|6.5547401226500455|0|4973.5|0
0|2020-03-13|4647.5|0|326.0|0|6.5547401226500455|0|4973.5|0
0|2020-03-14|4647.5|0|326.0|0|6.5547401226500455|0|4973.5|0
0|2020-03-15|4647.5|0|326.0|0|6.5547401226500455|0|4973.5|0
0|2020-03-16|4647.5|0|326.0|0|6.5547401226500455|0|4973.5|0
0|2020-03-17|4647.5|0|326.0|0|6.5547401226500455|0|4973.5|0
0|2020-03-18|4647.5|0|326.0|0|6.5547401226500455|0|4973.5|0
0|2020-03-19|4647.5|0|326.0|0|6.5547401226500455|0|4973.5|0
