|dates|Montcalm_Michigan_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Montcalm_Michigan_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Montcalm_Michigan_UnitedStates.Male_Total_Population.data|Montcalm_Michigan_UnitedStates.Male_Total_Population.missing|Montcalm_Michigan_UnitedStates.Female_Total_Population.data|Montcalm_Michigan_UnitedStates.Female_Total_Population.missing|Montcalm_Michigan_UnitedStates.MaleAndFemale_Under18_Population.data|Montcalm_Michigan_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|11195.0|0|33093.0|0|30875.0|0|14221.0|0
