|dates|Fulton_Ohio_UnitedStates.JHU_ConfirmedCases.data|Fulton_Ohio_UnitedStates.JHU_ConfirmedCases.missing|Fulton_Ohio_UnitedStates.NYT_ConfirmedCases.data|Fulton_Ohio_UnitedStates.NYT_ConfirmedCases.missing|Fulton_Ohio_UnitedStates.JHU_ConfirmedDeaths.data|Fulton_Ohio_UnitedStates.JHU_ConfirmedDeaths.missing|Fulton_Ohio_UnitedStates.JHU_ConfirmedRecoveries.data|Fulton_Ohio_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-16|4730.0|0|0.0|100|79.0|0|0.0|100
