|dates|Preston_WestVirginia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Preston_WestVirginia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Preston_WestVirginia_UnitedStates.Male_Total_Population.data|Preston_WestVirginia_UnitedStates.Male_Total_Population.missing|Preston_WestVirginia_UnitedStates.Female_Total_Population.data|Preston_WestVirginia_UnitedStates.Female_Total_Population.missing|Preston_WestVirginia_UnitedStates.MaleAndFemale_Under18_Population.data|Preston_WestVirginia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|6778.0|0|17367.0|0|16472.0|0|6475.0|0
