|dates|Hinsdale_Colorado_UnitedStates.BLS_EmployedPopulation.data|Hinsdale_Colorado_UnitedStates.BLS_EmployedPopulation.missing|Hinsdale_Colorado_UnitedStates.BLS_UnemployedPopulation.data|Hinsdale_Colorado_UnitedStates.BLS_UnemployedPopulation.missing|Hinsdale_Colorado_UnitedStates.BLS_UnemploymentRate.data|Hinsdale_Colorado_UnitedStates.BLS_UnemploymentRate.missing|Hinsdale_Colorado_UnitedStates.BLS_LaborForcePopulation.data|Hinsdale_Colorado_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|355.5|0|14.0|0|3.7889039242219216|0|369.5|0
0|2020-01-02|355.5|0|14.0|0|3.7889039242219216|0|369.5|0
0|2020-01-03|355.5|0|14.0|0|3.7889039242219216|0|369.5|0
0|2020-01-04|355.5|0|14.0|0|3.7889039242219216|0|369.5|0
0|2020-01-05|355.5|0|14.0|0|3.7889039242219216|0|369.5|0
0|2020-01-06|355.5|0|14.0|0|3.7889039242219216|0|369.5|0
0|2020-01-07|355.5|0|14.0|0|3.7889039242219216|0|369.5|0
0|2020-01-08|355.5|0|14.0|0|3.7889039242219216|0|369.5|0
0|2020-01-09|355.5|0|14.0|0|3.7889039242219216|0|369.5|0
0|2020-01-10|355.5|0|14.0|0|3.7889039242219216|0|369.5|0
0|2020-01-11|355.5|0|14.0|0|3.7889039242219216|0|369.5|0
0|2020-01-12|355.5|0|14.0|0|3.7889039242219216|0|369.5|0
0|2020-01-13|355.5|0|14.0|0|3.7889039242219216|0|369.5|0
0|2020-01-14|355.5|0|14.0|0|3.7889039242219216|0|369.5|0
0|2020-01-15|355.5|0|14.0|0|3.7889039242219216|0|369.5|0
0|2020-01-16|355.5|0|14.0|0|3.7889039242219216|0|369.5|0
0|2020-01-17|355.5|0|14.0|0|3.7889039242219216|0|369.5|0
0|2020-01-18|355.5|0|14.0|0|3.7889039242219216|0|369.5|0
0|2020-01-19|355.5|0|14.0|0|3.7889039242219216|0|369.5|0
0|2020-01-20|355.5|0|14.0|0|3.7889039242219216|0|369.5|0
0|2020-01-21|355.5|0|14.0|0|3.7889039242219216|0|369.5|0
0|2020-01-22|355.5|0|14.0|0|3.7889039242219216|0|369.5|0
0|2020-01-23|355.5|0|14.0|0|3.7889039242219216|0|369.5|0
0|2020-01-24|355.5|0|14.0|0|3.7889039242219216|0|369.5|0
0|2020-01-25|355.5|0|14.0|0|3.7889039242219216|0|369.5|0
0|2020-01-26|355.5|0|14.0|0|3.7889039242219216|0|369.5|0
0|2020-01-27|355.5|0|14.0|0|3.7889039242219216|0|369.5|0
0|2020-01-28|355.5|0|14.0|0|3.7889039242219216|0|369.5|0
0|2020-01-29|355.5|0|14.0|0|3.7889039242219216|0|369.5|0
0|2020-01-30|355.5|0|14.0|0|3.7889039242219216|0|369.5|0
0|2020-01-31|355.5|0|14.0|0|3.7889039242219216|0|369.5|0
0|2020-02-01|366.0|0|11.5|0|3.0463576158940397|0|377.5|0
0|2020-02-02|366.0|0|11.5|0|3.0463576158940397|0|377.5|0
0|2020-02-03|366.0|0|11.5|0|3.0463576158940397|0|377.5|0
0|2020-02-04|366.0|0|11.5|0|3.0463576158940397|0|377.5|0
0|2020-02-05|366.0|0|11.5|0|3.0463576158940397|0|377.5|0
0|2020-02-06|366.0|0|11.5|0|3.0463576158940397|0|377.5|0
0|2020-02-07|366.0|0|11.5|0|3.0463576158940397|0|377.5|0
0|2020-02-08|366.0|0|11.5|0|3.0463576158940397|0|377.5|0
0|2020-02-09|366.0|0|11.5|0|3.0463576158940397|0|377.5|0
0|2020-02-10|366.0|0|11.5|0|3.0463576158940397|0|377.5|0
0|2020-02-11|366.0|0|11.5|0|3.0463576158940397|0|377.5|0
0|2020-02-12|366.0|0|11.5|0|3.0463576158940397|0|377.5|0
0|2020-02-13|366.0|0|11.5|0|3.0463576158940397|0|377.5|0
0|2020-02-14|366.0|0|11.5|0|3.0463576158940397|0|377.5|0
0|2020-02-15|366.0|0|11.5|0|3.0463576158940397|0|377.5|0
0|2020-02-16|366.0|0|11.5|0|3.0463576158940397|0|377.5|0
0|2020-02-17|366.0|0|11.5|0|3.0463576158940397|0|377.5|0
0|2020-02-18|366.0|0|11.5|0|3.0463576158940397|0|377.5|0
0|2020-02-19|366.0|0|11.5|0|3.0463576158940397|0|377.5|0
0|2020-02-20|366.0|0|11.5|0|3.0463576158940397|0|377.5|0
0|2020-02-21|366.0|0|11.5|0|3.0463576158940397|0|377.5|0
0|2020-02-22|366.0|0|11.5|0|3.0463576158940397|0|377.5|0
0|2020-02-23|366.0|0|11.5|0|3.0463576158940397|0|377.5|0
0|2020-02-24|366.0|0|11.5|0|3.0463576158940397|0|377.5|0
0|2020-02-25|366.0|0|11.5|0|3.0463576158940397|0|377.5|0
0|2020-02-26|366.0|0|11.5|0|3.0463576158940397|0|377.5|0
0|2020-02-27|366.0|0|11.5|0|3.0463576158940397|0|377.5|0
0|2020-02-28|366.0|0|11.5|0|3.0463576158940397|0|377.5|0
0|2020-02-29|366.0|0|11.5|0|3.0463576158940397|0|377.5|0
0|2020-03-01|346.0|0|22.5|0|6.1058344640434195|0|368.5|0
0|2020-03-02|346.0|0|22.5|0|6.1058344640434195|0|368.5|0
0|2020-03-03|346.0|0|22.5|0|6.1058344640434195|0|368.5|0
0|2020-03-04|346.0|0|22.5|0|6.1058344640434195|0|368.5|0
0|2020-03-05|346.0|0|22.5|0|6.1058344640434195|0|368.5|0
0|2020-03-06|346.0|0|22.5|0|6.1058344640434195|0|368.5|0
0|2020-03-07|346.0|0|22.5|0|6.1058344640434195|0|368.5|0
0|2020-03-08|346.0|0|22.5|0|6.1058344640434195|0|368.5|0
0|2020-03-09|346.0|0|22.5|0|6.1058344640434195|0|368.5|0
0|2020-03-10|346.0|0|22.5|0|6.1058344640434195|0|368.5|0
0|2020-03-11|346.0|0|22.5|0|6.1058344640434195|0|368.5|0
0|2020-03-12|346.0|0|22.5|0|6.1058344640434195|0|368.5|0
0|2020-03-13|346.0|0|22.5|0|6.1058344640434195|0|368.5|0
0|2020-03-14|346.0|0|22.5|0|6.1058344640434195|0|368.5|0
0|2020-03-15|346.0|0|22.5|0|6.1058344640434195|0|368.5|0
0|2020-03-16|346.0|0|22.5|0|6.1058344640434195|0|368.5|0
0|2020-03-17|346.0|0|22.5|0|6.1058344640434195|0|368.5|0
0|2020-03-18|346.0|0|22.5|0|6.1058344640434195|0|368.5|0
0|2020-03-19|346.0|0|22.5|0|6.1058344640434195|0|368.5|0
0|2020-03-20|346.0|0|22.5|0|6.1058344640434195|0|368.5|0
0|2020-03-21|346.0|0|22.5|0|6.1058344640434195|0|368.5|0
0|2020-03-22|346.0|0|22.5|0|6.1058344640434195|0|368.5|0
0|2020-03-23|346.0|0|22.5|0|6.1058344640434195|0|368.5|0
0|2020-03-24|346.0|0|22.5|0|6.1058344640434195|0|368.5|0
0|2020-03-25|346.0|0|22.5|0|6.1058344640434195|0|368.5|0
0|2020-03-26|346.0|0|22.5|0|6.1058344640434195|0|368.5|0
0|2020-03-27|346.0|0|22.5|0|6.1058344640434195|0|368.5|0
0|2020-03-28|346.0|0|22.5|0|6.1058344640434195|0|368.5|0
0|2020-03-29|346.0|0|22.5|0|6.1058344640434195|0|368.5|0
0|2020-03-30|346.0|0|22.5|0|6.1058344640434195|0|368.5|0
