|dates|Richmond_Virginia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Richmond_Virginia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Richmond_Virginia_UnitedStates.Male_Total_Population.data|Richmond_Virginia_UnitedStates.Male_Total_Population.missing|Richmond_Virginia_UnitedStates.Female_Total_Population.data|Richmond_Virginia_UnitedStates.Female_Total_Population.missing|Richmond_Virginia_UnitedStates.MaleAndFemale_Under18_Population.data|Richmond_Virginia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1901.0|0|5084.0|0|3954.0|0|1553.0|0
