|dates|Muskegon_Michigan_UnitedStates.BLS_EmployedPopulation.data|Muskegon_Michigan_UnitedStates.BLS_EmployedPopulation.missing|Muskegon_Michigan_UnitedStates.BLS_UnemployedPopulation.data|Muskegon_Michigan_UnitedStates.BLS_UnemployedPopulation.missing|Muskegon_Michigan_UnitedStates.BLS_UnemploymentRate.data|Muskegon_Michigan_UnitedStates.BLS_UnemploymentRate.missing|Muskegon_Michigan_UnitedStates.BLS_LaborForcePopulation.data|Muskegon_Michigan_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|73495.0|0|3268.5|0|4.257882978238356|0|76763.5|0
0|2020-01-02|73495.0|0|3268.5|0|4.257882978238356|0|76763.5|0
0|2020-01-03|73495.0|0|3268.5|0|4.257882978238356|0|76763.5|0
0|2020-01-04|73495.0|0|3268.5|0|4.257882978238356|0|76763.5|0
0|2020-01-05|73495.0|0|3268.5|0|4.257882978238356|0|76763.5|0
0|2020-01-06|73495.0|0|3268.5|0|4.257882978238356|0|76763.5|0
0|2020-01-07|73495.0|0|3268.5|0|4.257882978238356|0|76763.5|0
0|2020-01-08|73495.0|0|3268.5|0|4.257882978238356|0|76763.5|0
0|2020-01-09|73495.0|0|3268.5|0|4.257882978238356|0|76763.5|0
0|2020-01-10|73495.0|0|3268.5|0|4.257882978238356|0|76763.5|0
0|2020-01-11|73495.0|0|3268.5|0|4.257882978238356|0|76763.5|0
0|2020-01-12|73495.0|0|3268.5|0|4.257882978238356|0|76763.5|0
0|2020-01-13|73495.0|0|3268.5|0|4.257882978238356|0|76763.5|0
0|2020-01-14|73495.0|0|3268.5|0|4.257882978238356|0|76763.5|0
0|2020-01-15|73495.0|0|3268.5|0|4.257882978238356|0|76763.5|0
0|2020-01-16|73495.0|0|3268.5|0|4.257882978238356|0|76763.5|0
0|2020-01-17|73495.0|0|3268.5|0|4.257882978238356|0|76763.5|0
0|2020-01-18|73495.0|0|3268.5|0|4.257882978238356|0|76763.5|0
0|2020-01-19|73495.0|0|3268.5|0|4.257882978238356|0|76763.5|0
0|2020-01-20|73495.0|0|3268.5|0|4.257882978238356|0|76763.5|0
0|2020-01-21|73495.0|0|3268.5|0|4.257882978238356|0|76763.5|0
0|2020-01-22|73495.0|0|3268.5|0|4.257882978238356|0|76763.5|0
0|2020-01-23|73495.0|0|3268.5|0|4.257882978238356|0|76763.5|0
0|2020-01-24|73495.0|0|3268.5|0|4.257882978238356|0|76763.5|0
0|2020-01-25|73495.0|0|3268.5|0|4.257882978238356|0|76763.5|0
0|2020-01-26|73495.0|0|3268.5|0|4.257882978238356|0|76763.5|0
0|2020-01-27|73495.0|0|3268.5|0|4.257882978238356|0|76763.5|0
0|2020-01-28|73495.0|0|3268.5|0|4.257882978238356|0|76763.5|0
0|2020-01-29|73495.0|0|3268.5|0|4.257882978238356|0|76763.5|0
0|2020-01-30|73495.0|0|3268.5|0|4.257882978238356|0|76763.5|0
0|2020-01-31|73495.0|0|3268.5|0|4.257882978238356|0|76763.5|0
0|2020-02-01|74376.0|0|2934.0|0|3.7951105937136207|0|77310.0|0
0|2020-02-02|74376.0|0|2934.0|0|3.7951105937136207|0|77310.0|0
0|2020-02-03|74376.0|0|2934.0|0|3.7951105937136207|0|77310.0|0
0|2020-02-04|74376.0|0|2934.0|0|3.7951105937136207|0|77310.0|0
0|2020-02-05|74376.0|0|2934.0|0|3.7951105937136207|0|77310.0|0
0|2020-02-06|74376.0|0|2934.0|0|3.7951105937136207|0|77310.0|0
0|2020-02-07|74376.0|0|2934.0|0|3.7951105937136207|0|77310.0|0
0|2020-02-08|74376.0|0|2934.0|0|3.7951105937136207|0|77310.0|0
0|2020-02-09|74376.0|0|2934.0|0|3.7951105937136207|0|77310.0|0
