|dates|Flathead_Montana_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Flathead_Montana_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Flathead_Montana_UnitedStates.Male_Total_Population.data|Flathead_Montana_UnitedStates.Male_Total_Population.missing|Flathead_Montana_UnitedStates.Female_Total_Population.data|Flathead_Montana_UnitedStates.Female_Total_Population.missing|Flathead_Montana_UnitedStates.MaleAndFemale_Under18_Population.data|Flathead_Montana_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|19949.0|0|50896.0|0|51210.0|0|22475.0|0
