|dates|Burleigh_NorthDakota_UnitedStates.BLS_EmployedPopulation.data|Burleigh_NorthDakota_UnitedStates.BLS_EmployedPopulation.missing|Burleigh_NorthDakota_UnitedStates.BLS_UnemployedPopulation.data|Burleigh_NorthDakota_UnitedStates.BLS_UnemployedPopulation.missing|Burleigh_NorthDakota_UnitedStates.BLS_UnemploymentRate.data|Burleigh_NorthDakota_UnitedStates.BLS_UnemploymentRate.missing|Burleigh_NorthDakota_UnitedStates.BLS_LaborForcePopulation.data|Burleigh_NorthDakota_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|47779.0|0|1440.5|0|2.926685561616839|0|49219.5|0
0|2020-01-02|47779.0|0|1440.5|0|2.926685561616839|0|49219.5|0
0|2020-01-03|47779.0|0|1440.5|0|2.926685561616839|0|49219.5|0
0|2020-01-04|47779.0|0|1440.5|0|2.926685561616839|0|49219.5|0
0|2020-01-05|47779.0|0|1440.5|0|2.926685561616839|0|49219.5|0
0|2020-01-06|47779.0|0|1440.5|0|2.926685561616839|0|49219.5|0
0|2020-01-07|47779.0|0|1440.5|0|2.926685561616839|0|49219.5|0
0|2020-01-08|47779.0|0|1440.5|0|2.926685561616839|0|49219.5|0
0|2020-01-09|47779.0|0|1440.5|0|2.926685561616839|0|49219.5|0
0|2020-01-10|47779.0|0|1440.5|0|2.926685561616839|0|49219.5|0
0|2020-01-11|47779.0|0|1440.5|0|2.926685561616839|0|49219.5|0
0|2020-01-12|47779.0|0|1440.5|0|2.926685561616839|0|49219.5|0
0|2020-01-13|47779.0|0|1440.5|0|2.926685561616839|0|49219.5|0
0|2020-01-14|47779.0|0|1440.5|0|2.926685561616839|0|49219.5|0
0|2020-01-15|47779.0|0|1440.5|0|2.926685561616839|0|49219.5|0
0|2020-01-16|47779.0|0|1440.5|0|2.926685561616839|0|49219.5|0
0|2020-01-17|47779.0|0|1440.5|0|2.926685561616839|0|49219.5|0
0|2020-01-18|47779.0|0|1440.5|0|2.926685561616839|0|49219.5|0
0|2020-01-19|47779.0|0|1440.5|0|2.926685561616839|0|49219.5|0
0|2020-01-20|47779.0|0|1440.5|0|2.926685561616839|0|49219.5|0
0|2020-01-21|47779.0|0|1440.5|0|2.926685561616839|0|49219.5|0
0|2020-01-22|47779.0|0|1440.5|0|2.926685561616839|0|49219.5|0
0|2020-01-23|47779.0|0|1440.5|0|2.926685561616839|0|49219.5|0
0|2020-01-24|47779.0|0|1440.5|0|2.926685561616839|0|49219.5|0
0|2020-01-25|47779.0|0|1440.5|0|2.926685561616839|0|49219.5|0
0|2020-01-26|47779.0|0|1440.5|0|2.926685561616839|0|49219.5|0
0|2020-01-27|47779.0|0|1440.5|0|2.926685561616839|0|49219.5|0
0|2020-01-28|47779.0|0|1440.5|0|2.926685561616839|0|49219.5|0
0|2020-01-29|47779.0|0|1440.5|0|2.926685561616839|0|49219.5|0
0|2020-01-30|47779.0|0|1440.5|0|2.926685561616839|0|49219.5|0
0|2020-01-31|47779.0|0|1440.5|0|2.926685561616839|0|49219.5|0
0|2020-02-01|47992.5|0|1431.5|0|2.8963661379087084|0|49424.0|0
0|2020-02-02|47992.5|0|1431.5|0|2.8963661379087084|0|49424.0|0
0|2020-02-03|47992.5|0|1431.5|0|2.8963661379087084|0|49424.0|0
0|2020-02-04|47992.5|0|1431.5|0|2.8963661379087084|0|49424.0|0
0|2020-02-05|47992.5|0|1431.5|0|2.8963661379087084|0|49424.0|0
0|2020-02-06|47992.5|0|1431.5|0|2.8963661379087084|0|49424.0|0
0|2020-02-07|47992.5|0|1431.5|0|2.8963661379087084|0|49424.0|0
0|2020-02-08|47992.5|0|1431.5|0|2.8963661379087084|0|49424.0|0
0|2020-02-09|47992.5|0|1431.5|0|2.8963661379087084|0|49424.0|0
0|2020-02-10|47992.5|0|1431.5|0|2.8963661379087084|0|49424.0|0
