|dates|Jefferson_NewYork_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Jefferson_NewYork_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Jefferson_NewYork_UnitedStates.Male_Total_Population.data|Jefferson_NewYork_UnitedStates.Male_Total_Population.missing|Jefferson_NewYork_UnitedStates.Female_Total_Population.data|Jefferson_NewYork_UnitedStates.Female_Total_Population.missing|Jefferson_NewYork_UnitedStates.MaleAndFemale_Under18_Population.data|Jefferson_NewYork_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|15276.0|0|58764.0|0|52991.0|0|26798.0|0
