|dates|McLennan_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|McLennan_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|McLennan_Texas_UnitedStates.Male_Total_Population.data|McLennan_Texas_UnitedStates.Male_Total_Population.missing|McLennan_Texas_UnitedStates.Female_Total_Population.data|McLennan_Texas_UnitedStates.Female_Total_Population.missing|McLennan_Texas_UnitedStates.MaleAndFemale_Under18_Population.data|McLennan_Texas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|36615.0|0|124464.0|0|130143.0|0|62861.0|0
