|dates|Appling_Georgia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Appling_Georgia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Appling_Georgia_UnitedStates.Male_Total_Population.data|Appling_Georgia_UnitedStates.Male_Total_Population.missing|Appling_Georgia_UnitedStates.Female_Total_Population.data|Appling_Georgia_UnitedStates.Female_Total_Population.missing|Appling_Georgia_UnitedStates.MaleAndFemale_Under18_Population.data|Appling_Georgia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3189.0|0|9240.0|0|9267.0|0|4574.0|0
