|dates|OutofNH_NewHampshire_UnitedStates.JHU_ConfirmedCases.data|OutofNH_NewHampshire_UnitedStates.JHU_ConfirmedCases.missing|OutofNH_NewHampshire_UnitedStates.NYT_ConfirmedCases.data|OutofNH_NewHampshire_UnitedStates.NYT_ConfirmedCases.missing|OutofNH_NewHampshire_UnitedStates.JHU_ConfirmedDeaths.data|OutofNH_NewHampshire_UnitedStates.JHU_ConfirmedDeaths.missing|OutofNH_NewHampshire_UnitedStates.JHU_ConfirmedRecoveries.data|OutofNH_NewHampshire_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-16|0.0|0|0.0|100|0.0|0|0.0|100
