|dates|Grant_Nebraska_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Grant_Nebraska_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Grant_Nebraska_UnitedStates.Male_Total_Population.data|Grant_Nebraska_UnitedStates.Male_Total_Population.missing|Grant_Nebraska_UnitedStates.Female_Total_Population.data|Grant_Nebraska_UnitedStates.Female_Total_Population.missing|Grant_Nebraska_UnitedStates.MaleAndFemale_Under18_Population.data|Grant_Nebraska_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|149.0|0|349.0|0|311.0|0|162.0|0
