|dates|Montezuma_Colorado_UnitedStates.BLS_EmployedPopulation.data|Montezuma_Colorado_UnitedStates.BLS_EmployedPopulation.missing|Montezuma_Colorado_UnitedStates.BLS_UnemployedPopulation.data|Montezuma_Colorado_UnitedStates.BLS_UnemployedPopulation.missing|Montezuma_Colorado_UnitedStates.BLS_UnemploymentRate.data|Montezuma_Colorado_UnitedStates.BLS_UnemploymentRate.missing|Montezuma_Colorado_UnitedStates.BLS_LaborForcePopulation.data|Montezuma_Colorado_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|11811.0|0|678.5|0|5.432563353216702|0|12489.5|0
0|2020-01-02|11811.0|0|678.5|0|5.432563353216702|0|12489.5|0
0|2020-01-03|11811.0|0|678.5|0|5.432563353216702|0|12489.5|0
0|2020-01-04|11811.0|0|678.5|0|5.432563353216702|0|12489.5|0
0|2020-01-05|11811.0|0|678.5|0|5.432563353216702|0|12489.5|0
0|2020-01-06|11811.0|0|678.5|0|5.432563353216702|0|12489.5|0
0|2020-01-07|11811.0|0|678.5|0|5.432563353216702|0|12489.5|0
0|2020-01-08|11811.0|0|678.5|0|5.432563353216702|0|12489.5|0
0|2020-01-09|11811.0|0|678.5|0|5.432563353216702|0|12489.5|0
0|2020-01-10|11811.0|0|678.5|0|5.432563353216702|0|12489.5|0
0|2020-01-11|11811.0|0|678.5|0|5.432563353216702|0|12489.5|0
0|2020-01-12|11811.0|0|678.5|0|5.432563353216702|0|12489.5|0
0|2020-01-13|11811.0|0|678.5|0|5.432563353216702|0|12489.5|0
0|2020-01-14|11811.0|0|678.5|0|5.432563353216702|0|12489.5|0
0|2020-01-15|11811.0|0|678.5|0|5.432563353216702|0|12489.5|0
0|2020-01-16|11811.0|0|678.5|0|5.432563353216702|0|12489.5|0
0|2020-01-17|11811.0|0|678.5|0|5.432563353216702|0|12489.5|0
0|2020-01-18|11811.0|0|678.5|0|5.432563353216702|0|12489.5|0
0|2020-01-19|11811.0|0|678.5|0|5.432563353216702|0|12489.5|0
0|2020-01-20|11811.0|0|678.5|0|5.432563353216702|0|12489.5|0
0|2020-01-21|11811.0|0|678.5|0|5.432563353216702|0|12489.5|0
0|2020-01-22|11811.0|0|678.5|0|5.432563353216702|0|12489.5|0
0|2020-01-23|11811.0|0|678.5|0|5.432563353216702|0|12489.5|0
0|2020-01-24|11811.0|0|678.5|0|5.432563353216702|0|12489.5|0
0|2020-01-25|11811.0|0|678.5|0|5.432563353216702|0|12489.5|0
0|2020-01-26|11811.0|0|678.5|0|5.432563353216702|0|12489.5|0
0|2020-01-27|11811.0|0|678.5|0|5.432563353216702|0|12489.5|0
0|2020-01-28|11811.0|0|678.5|0|5.432563353216702|0|12489.5|0
0|2020-01-29|11811.0|0|678.5|0|5.432563353216702|0|12489.5|0
0|2020-01-30|11811.0|0|678.5|0|5.432563353216702|0|12489.5|0
0|2020-01-31|11811.0|0|678.5|0|5.432563353216702|0|12489.5|0
0|2020-02-01|11888.0|0|700.5|0|5.5646026134964455|0|12588.5|0
0|2020-02-02|11888.0|0|700.5|0|5.5646026134964455|0|12588.5|0
0|2020-02-03|11888.0|0|700.5|0|5.5646026134964455|0|12588.5|0
0|2020-02-04|11888.0|0|700.5|0|5.5646026134964455|0|12588.5|0
0|2020-02-05|11888.0|0|700.5|0|5.5646026134964455|0|12588.5|0
0|2020-02-06|11888.0|0|700.5|0|5.5646026134964455|0|12588.5|0
0|2020-02-07|11888.0|0|700.5|0|5.5646026134964455|0|12588.5|0
0|2020-02-08|11888.0|0|700.5|0|5.5646026134964455|0|12588.5|0
0|2020-02-09|11888.0|0|700.5|0|5.5646026134964455|0|12588.5|0
0|2020-02-10|11888.0|0|700.5|0|5.5646026134964455|0|12588.5|0
0|2020-02-11|11888.0|0|700.5|0|5.5646026134964455|0|12588.5|0
0|2020-02-12|11888.0|0|700.5|0|5.5646026134964455|0|12588.5|0
0|2020-02-13|11888.0|0|700.5|0|5.5646026134964455|0|12588.5|0
0|2020-02-14|11888.0|0|700.5|0|5.5646026134964455|0|12588.5|0
0|2020-02-15|11888.0|0|700.5|0|5.5646026134964455|0|12588.5|0
0|2020-02-16|11888.0|0|700.5|0|5.5646026134964455|0|12588.5|0
0|2020-02-17|11888.0|0|700.5|0|5.5646026134964455|0|12588.5|0
0|2020-02-18|11888.0|0|700.5|0|5.5646026134964455|0|12588.5|0
0|2020-02-19|11888.0|0|700.5|0|5.5646026134964455|0|12588.5|0
0|2020-02-20|11888.0|0|700.5|0|5.5646026134964455|0|12588.5|0
0|2020-02-21|11888.0|0|700.5|0|5.5646026134964455|0|12588.5|0
0|2020-02-22|11888.0|0|700.5|0|5.5646026134964455|0|12588.5|0
0|2020-02-23|11888.0|0|700.5|0|5.5646026134964455|0|12588.5|0
0|2020-02-24|11888.0|0|700.5|0|5.5646026134964455|0|12588.5|0
0|2020-02-25|11888.0|0|700.5|0|5.5646026134964455|0|12588.5|0
