|dates|Bourbon_Kansas_UnitedStates.AveragePrecipitationTotal.data|Bourbon_Kansas_UnitedStates.AveragePrecipitationTotal.missing|Bourbon_Kansas_UnitedStates.AveragePrecipitation.data|Bourbon_Kansas_UnitedStates.AveragePrecipitation.missing|Bourbon_Kansas_UnitedStates.AverageWindDirection.data|Bourbon_Kansas_UnitedStates.AverageWindDirection.missing|Bourbon_Kansas_UnitedStates.AverageWindSpeed.data|Bourbon_Kansas_UnitedStates.AverageWindSpeed.missing
0|2021-10-16|0.0|12|0.0|12|141.33333333333334|0|2.2291666666666665|0
