|dates|Marquette_Wisconsin_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Marquette_Wisconsin_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Marquette_Wisconsin_UnitedStates.Male_Total_Population.data|Marquette_Wisconsin_UnitedStates.Male_Total_Population.missing|Marquette_Wisconsin_UnitedStates.Female_Total_Population.data|Marquette_Wisconsin_UnitedStates.Female_Total_Population.missing|Marquette_Wisconsin_UnitedStates.MaleAndFemale_Under18_Population.data|Marquette_Wisconsin_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3787.0|0|7877.0|0|7557.0|0|2963.0|0
