|dates|Langlade_Wisconsin_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Langlade_Wisconsin_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Langlade_Wisconsin_UnitedStates.Male_Total_Population.data|Langlade_Wisconsin_UnitedStates.Male_Total_Population.missing|Langlade_Wisconsin_UnitedStates.Female_Total_Population.data|Langlade_Wisconsin_UnitedStates.Female_Total_Population.missing|Langlade_Wisconsin_UnitedStates.MaleAndFemale_Under18_Population.data|Langlade_Wisconsin_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|4616.0|0|9717.0|0|9551.0|0|3766.0|0
