|dates|Blaine_Oklahoma_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Blaine_Oklahoma_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Blaine_Oklahoma_UnitedStates.Male_Total_Population.data|Blaine_Oklahoma_UnitedStates.Male_Total_Population.missing|Blaine_Oklahoma_UnitedStates.Female_Total_Population.data|Blaine_Oklahoma_UnitedStates.Female_Total_Population.missing|Blaine_Oklahoma_UnitedStates.MaleAndFemale_Under18_Population.data|Blaine_Oklahoma_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1862.0|0|4670.0|0|4815.0|0|2475.0|0
