|dates|Jasper_SouthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Jasper_SouthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Jasper_SouthCarolina_UnitedStates.Male_Total_Population.data|Jasper_SouthCarolina_UnitedStates.Male_Total_Population.missing|Jasper_SouthCarolina_UnitedStates.Female_Total_Population.data|Jasper_SouthCarolina_UnitedStates.Female_Total_Population.missing|Jasper_SouthCarolina_UnitedStates.MaleAndFemale_Under18_Population.data|Jasper_SouthCarolina_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|5610.0|0|14620.0|0|14351.0|0|5889.0|0
