|dates|Evangeline_Louisiana_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Evangeline_Louisiana_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Evangeline_Louisiana_UnitedStates.Male_Total_Population.data|Evangeline_Louisiana_UnitedStates.Male_Total_Population.missing|Evangeline_Louisiana_UnitedStates.Female_Total_Population.data|Evangeline_Louisiana_UnitedStates.Female_Total_Population.missing|Evangeline_Louisiana_UnitedStates.MaleAndFemale_Under18_Population.data|Evangeline_Louisiana_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|5127.0|0|17001.0|0|16442.0|0|8377.0|0
