|dates|Mora_NewMexico_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Mora_NewMexico_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Mora_NewMexico_UnitedStates.Male_Total_Population.data|Mora_NewMexico_UnitedStates.Male_Total_Population.missing|Mora_NewMexico_UnitedStates.Female_Total_Population.data|Mora_NewMexico_UnitedStates.Female_Total_Population.missing|Mora_NewMexico_UnitedStates.MaleAndFemale_Under18_Population.data|Mora_NewMexico_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1296.0|0|2304.0|0|2202.0|0|806.0|0
