|dates|Napa_California_UnitedStates.BLS_EmployedPopulation.data|Napa_California_UnitedStates.BLS_EmployedPopulation.missing|Napa_California_UnitedStates.BLS_UnemployedPopulation.data|Napa_California_UnitedStates.BLS_UnemployedPopulation.missing|Napa_California_UnitedStates.BLS_UnemploymentRate.data|Napa_California_UnitedStates.BLS_UnemploymentRate.missing|Napa_California_UnitedStates.BLS_LaborForcePopulation.data|Napa_California_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|68936.0|0|2556.5|0|3.575899569884953|0|71492.5|0
0|2020-01-02|68936.0|0|2556.5|0|3.575899569884953|0|71492.5|0
0|2020-01-03|68936.0|0|2556.5|0|3.575899569884953|0|71492.5|0
0|2020-01-04|68936.0|0|2556.5|0|3.575899569884953|0|71492.5|0
0|2020-01-05|68936.0|0|2556.5|0|3.575899569884953|0|71492.5|0
0|2020-01-06|68936.0|0|2556.5|0|3.575899569884953|0|71492.5|0
0|2020-01-07|68936.0|0|2556.5|0|3.575899569884953|0|71492.5|0
0|2020-01-08|68936.0|0|2556.5|0|3.575899569884953|0|71492.5|0
0|2020-01-09|68936.0|0|2556.5|0|3.575899569884953|0|71492.5|0
0|2020-01-10|68936.0|0|2556.5|0|3.575899569884953|0|71492.5|0
0|2020-01-11|68936.0|0|2556.5|0|3.575899569884953|0|71492.5|0
0|2020-01-12|68936.0|0|2556.5|0|3.575899569884953|0|71492.5|0
0|2020-01-13|68936.0|0|2556.5|0|3.575899569884953|0|71492.5|0
0|2020-01-14|68936.0|0|2556.5|0|3.575899569884953|0|71492.5|0
0|2020-01-15|68936.0|0|2556.5|0|3.575899569884953|0|71492.5|0
0|2020-01-16|68936.0|0|2556.5|0|3.575899569884953|0|71492.5|0
0|2020-01-17|68936.0|0|2556.5|0|3.575899569884953|0|71492.5|0
0|2020-01-18|68936.0|0|2556.5|0|3.575899569884953|0|71492.5|0
0|2020-01-19|68936.0|0|2556.5|0|3.575899569884953|0|71492.5|0
0|2020-01-20|68936.0|0|2556.5|0|3.575899569884953|0|71492.5|0
0|2020-01-21|68936.0|0|2556.5|0|3.575899569884953|0|71492.5|0
0|2020-01-22|68936.0|0|2556.5|0|3.575899569884953|0|71492.5|0
0|2020-01-23|68936.0|0|2556.5|0|3.575899569884953|0|71492.5|0
0|2020-01-24|68936.0|0|2556.5|0|3.575899569884953|0|71492.5|0
0|2020-01-25|68936.0|0|2556.5|0|3.575899569884953|0|71492.5|0
